第四轮5万专项候选ID,费用场景,年学费上限,5万内中外合作或高收费专业数,超过5万专业数,费用待核专业数,场景内最低学费,场景内最高学费,5万内专业摘要,费用风险提示,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4FEEGROUP-4b93724f1ef06dd0,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,成都市,教育部所在地,成都市,成都,成都,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,四川省,四川省,,K151,成都理工大学,K15116,16,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 81 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；575-494=+81；历史最高等位分差=81。,515,91723,494,497,481,575,575-494=+81,,,,,1,2025,575,575-494=+81,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.62 工商管理（中外合作办学）《4+0培养模式，四年均在成都校区就读.无英语院校专业组及专业代号单科成绩要求，专业课程采用全英文小班教学，毕业授予成都理工大学本科毕业证书、管理学学去学位证书及英国牛津布鲁克斯大学学士学位证[M-857bf7030f54cd7c],四年均在成都校区,208,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-35.25,G-f1bd15c2dd5ffec1,STABLEGROUP-13d81a330526bb9f
R4FEEGROUP-dc535004c5a325cf,5万内中外合作/高收费专项,50000,0,0,6,,,,6个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,成都市,教育部所在地,成都市,成都,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,四川省,教育部,,A179,西南财经大学,A17907,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 116 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；613-497=+116；602-494=+108；历史最高等位分差=116。,515,91723,494,497,481,602,602-494=+108,613,613-497=+116,,,2,2024；2025,602-613,613-497=+116；602-494=+108,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,17,0,1,1,0,0,0,4,0,0,6,0,0,0,0,1,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.48 会计学（中外合作办学）（培养模式3+1，合作院校：美国纽约城市大学巴鲁学院：第四学年学费按照合作院校标准收取：办学地点：柳林校区）[M-bef9e0dbd16c5886]；2.49 市场营销（中外合作办学）（金融服务高質销：塔模式 4+0，合作院校：法国南特高等商学院；办学地点：柳林校[M-b3e41a80d3030737]；3.50 国际商务（中外合作办学）（培养模式3+1合作院校：伦敦大学伯贝克学院：第四学年学费按照合作院校标准收取：办学地点：柳林校区）[M-02487cccb56467e9]；4.51 金融数学（中外合作办学）（培养模式4+0，合作院校：法国蒙彼利埃高等商业学院：办学地点：柳林校区）[M-f131bea2e33bb832]；5.52 大数据管理与应用（中外合作办学）（培养模式 4+0，合作院校：法国蒙彼利埃高等商业学院；办学地点：柳林[M-60f6eca2e7bb32d9]；6.53 供应链管理（中外合作办学）（培养模式4+0，合作院校：法国蒙彼利埃高等商业学院；办学地点：柳林校区）A181西南民族大学（公办）（四川）［不限[M-eef47950f6e37f1f]；7.26 法学（办学地点：武侯校区）[M-57815deba722045c]；8.27 财务管理（办学地点：航空港校区）[M-b8c500f710f0201e]；9.28 人力资源管理（数智人力创新班；办学AKAZG院业组及专业代号[M-a0052353b41be644]；10.29 网络与新媒体（办学地点：航空港校[M-cf285ce326413e0f]；11.30 金融工程（办学地点：航空港校区）[M-61c891cae3ca1da6]；12.31 数字经济（办学地点：航空港校区）[M-5ff9b65c9add21e5]；13.32 应用心理学（办学地点：航空港校区）[M-88f02483fbab15ca]；14.33 建筑学（办学地点：航空港校区；学制：五年）[M-9939ec92770ce6d6]；15.34 城乡规划（办学地点：航空港校区）[M-771e7f1ef3bd9dd4]；16.35 风景园林（办学地点：航空港校区）[M-45f2a581609760a6]；17.36 英语（只招英语语种考生；外语语种：英语：办学地点：武侯校区）[M-898daec8922a3ea9],柳林校区；武侯校区；航空港校区,51,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-43.0,G-406b6fbfb4609abc,STABLEGROUP-292d46b4b4f89f6e
R4FEEGROUP-b7dcf366eca1264f,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,成都市,教育部所在地,成都市,成都,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified,四川省,教育部,,A361,电子科技大学（沙河校区）,A36103,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 130 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；627-497=+130；616-494=+122；历史最高等位分差=130。,515,91723,494,497,481,616,616-494=+122,627,627-497=+130,,,2,2024；2025,616-627,627-497=+130；616-494=+122,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.05 电子信息类（中外合作办学）（海南陵水国际教育创新区：通信工程；电子信息工程：微电子科学与工程；办学地点：海南校区）A365西南大学（荣昌校区）（公办）（重庆）[M-8269c1d1091ef1eb],海南校区；荣昌校区,63,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-43.5,G-dc81442ff0b03342,STABLEGROUP-ee5bfd033eed2e0c
R4FEEGROUP-3a23f6871f26d711,5万内中外合作/高收费专项,50000,0,2,0,,,,2个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,成都市,教育部所在地,成都市,成都,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified,四川省,教育部,,A361,电子科技大学（沙河校区）,A36102,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 156 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；637-481=+156；632-497=+135；628-494=+134；历史最高等位分差=156。,515,91723,494,497,481,628,628-494=+134,632,632-497=+135,637,637-481=+156,3,2023；2024；2025,628-637,637-481=+156；632-497=+135；628-494=+134,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.03 电子信息类（中外合作办学）（通信、微电子；通信工程；微电子科学与工程；办学地点：清水河校区）[M-787e8e5bbb679c1f]；2.04 电子信息类（中外合作办学）（电子信息：电子信息工程；办学地点：清水河校区）GA◎KZA阮校代号[M-f8b2a96a745249db],清水河校区,63,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-46.0,G-07b646c74b8966bd,STABLEGROUP-650414037928dc76
R4FEEGROUP-04116e2180904182,5万内中外合作/高收费专项,50000,0,0,3,,,,3个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,抚州市,教育部所在地,抚州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,江西省,江西省,,H312,东华理工大学,H31202,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 61 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；542-481=+61；532-497=+35；历史最高等位分差=61。,515,91723,494,497,481,,,532,532-497=+35,542,542-481=+61,2,2023；2024,532-542,542-481=+61；532-497=+35,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.23 数学与应用数学（中外合作办学）（与匈牙利德布勤森大学合作办学，拟收取学费人民币5.5万/年•生，根据江西省教育厅和江西省发展和改革委员会核准后的学费标准进行收费：办学地点：南昌校区）[M-71573ceb740a4f03]；2.24 人工智能（中外合作办学）（与匈牙利德布勒森大学合作办学，拟收取学费人民币5.5万/年•生，根据江西省券育厅和江西省发展和改革委员会核准后的学费标准进行收费；办学地点：南昌校区）[M-219cac1a98e52c4a]；3.25 自动化（中外合作办学）（与匈牙利德布勒森大学合作办学，拟收取学费人民币5.5万/年•生，根据江西省教育厅和江西省发展和改革委员会核准后的学费标准进行收费：办学地点：南昌校区）H313 南昌航空大学（公办）（江西）[M-689dd14d8e4dafb4],南昌校区,153,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-17.25,G-a5bbbb52828ea71e,STABLEGROUP-f1231a2097c431a3
R4FEEGROUP-77e53edb1085ba3a,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,昆明市,教育部所在地,昆明市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,云南省,云南省,,K346,昆明理工大学,K34613,13,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.41 电气工程及其自动化（中外合作办学）（合作院校为英语语种国寒，非英语语种考生慎重报考；办学地点：呈贡校区）K347 云南农业大学（公办）（云南）[M-cbde0d2ec6386376],呈贡校区,218,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,16.0,G-6136bd50c31efd53,STABLEGROUP-c788d54457bb37ee
R4FEEGROUP-faa6e1d2207d7318,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,昆明市,教育部所在地,昆明市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,云南省,云南省,,K345,云南大学,K34513,13,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 91 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；588-497=+91；583-494=+89；历史最高等位分差=91。,515,91723,494,497,481,583,583-494=+89,588,588-497=+91,,,2,2024；2025,583-588,588-497=+91；583-494=+89,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.60 人工智能（中外合作办学）（与马来西亚马来亚大学合作；办学地点：呈贡校K346 昆明理工大学（公办）（云南）[M-34a4b14a84822327],,218,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-28.75,G-df60fefabf45f04c,STABLEGROUP-d8065977d4f121cb
R4FEEGROUP-5992b09d87b420b1,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,杭州市,教育部所在地,杭州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,浙江省,浙江省,,H020,浙江科技大学,H02005,05,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 21 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；515-494=+21；历史最高等位分差=21。,515,91723,494,497,481,515,515-494=+21,,,,,1,2025,515,515-494=+21,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.10 数据科学与大数据技术（中外合作办学）（中法合作办学；小和山校区.要求高考外语成绩不低于100分.与法国塞吉巴黎大学合作办学）[M-75bd214d4bad031b],小和山校区,140,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,31.75,G-76b0fa454c5da5a9,STABLEGROUP-d3ca5546e1f90bed
R4FEEGROUP-a07807c2ed197188,5万内中外合作/高收费专项,50000,0,2,1,,,,1个费用待核，暂不进主表；2个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,杭州市,教育部所在地,杭州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,浙江省,浙江省,,H001,杭州电子科技大学,H00105,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 103 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；597-494=+103；历史最高等位分差=103。,515,91723,494,497,481,597,597-494=+103,,,,,1,2025,597,597-494=+103,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.23 人工智能（中外合作办学）（与爱尔当都柏林城市大学合作办学，中英文授果，学生在中方完成4年学业后，可获中爱双方证书：办学地点：第一学年在绍兴校区，第二学年起在下沙校区）GAAZ院校代号[M-1bce97d24a9e269a]；2.24 电子信息工程（中外合作办学）（与爱尔兰都柏林城市大学合作办学，中英文授课，学生在中方完成4年学业后可获中爱双方证书；办学地点：第一学年在绍兴校区，第二学年起在下沙校区）[M-3e640a49e532179a]；3.25 集成电路设计与集成系统（中外合作办学）（与爱尔兰都柏林城市大学合作办学，中英文授课，学生在中方完成4年学业后，可获中爱双方证书：办学地点：第一学年在绍兴校区，第二学年起在下沙校区）[M-2ac03c46508fbc7b],第一学年在绍兴校区；第二学年起在下沙校区,137,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-23.75,G-06fe23d5832977cb,STABLEGROUP-b361c32e7b21d85d
R4FEEGROUP-877d591fb7483d1b,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,杭州市,教育部所在地,杭州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,浙江省,浙江省,,H007,浙江中医药大学,H00708,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 83 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；580-497=+83；566-494=+72；历史最高等位分差=83。,515,91723,494,497,481,566,566-494=+72,580,580-497=+83,,,2,2024；2025,566-580,580-497=+83；566-494=+72,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.15 生物科学（中外合作办学）（中马合作，4+0. 考生外语单科成绩要求不低于90分；办学地点：第一、第二学年在室春校区，第三学年起按专业需要进院校专业组及麦业代号H008 浙江师范大学（公办）（浙江）[M-c0a45cc7bb6f8235],第二学年在室春校区,138,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-31.75,G-ef9c6230fbb30b31,STABLEGROUP-4487ee4be6f1572d
R4FEEGROUP-1c6b5b1d56c6f532,5万内中外合作/高收费专项,50000,0,0,2,,,,2个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,柳州市,教育部所在地,柳州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,广西壮族自治区,广西壮族自治区,,H891,广西科技大学,H89110,10,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 13 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；510-497=+13；历史最高等位分差=13。,515,91723,494,497,481,,,510,510-497=+13,,,1,2024,510,510-497=+13,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.30 测控技术与仪器（中外合作办学）（采取“4+0”培养模式，与英 愛丁堡比恶大学食作办学.中外合作办学专业核心课程由外方教师采用金英文授课，对学生的英语综合运用能力要求数面，非英语语种考生入学后在学三及学业完成方面将面临较大挑战，建议慎重填报：...[M-83d4f6cefe82cba3]；2.31 电子信息工程（中外合作办学）（采取“4+0”培养模式，与英国爱丁堡龙比亚大学合作办学.中外合作办学专业核心课程由外方教师采用全英文授课对学生的英语综合运用能力要求较GK◎ZA[M-1c4db2eac2f62b8e]；3.A0 高，非英语语种考生入学后在学习及学业完成方面将面临较大挑战，建议慎重填报；办学地点：文昌校区）H892 桂林电子科技大学（公办）（广西）[M-76185aa1c749be5e],文昌校区,195,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,30.75,G-30e33a3e0670fc7b,STABLEGROUP-07d679d901869af1
R4FEEGROUP-4c7c35d4361617a1,5万内中外合作/高收费专项,50000,0,0,2,,,,2个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,柳州市,教育部所在地,柳州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,广西壮族自治区,广西壮族自治区,,H891,广西科技大学,H89109,09,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.28 机械工程（中外合作办学）（采取“4+0*培养模式，与英国爱丁堡龙比亚大学合作办学. 中外合作办学专业核心课星由外方教师米用全英文授课，对学生的英语综合运用能力要求较高，英语语种考生入学后在学习及学业完感方面将面临较大挑战，建议慎重填报：办学...[M-bf265bd745038d06]；2.29 软件工程（中外合作办学）（采取“4+0”境养模式，与澳大利亚南士字星大学合作办学.中外合作办学专业核心课程由外方教师采用余英文授课，对学生的英语综合运用能力要求较高，非英语语种考生入学后在学习及学业完成方面将面临较大挑战，建议慎重填报；办学...[M-b2cc04ff1151c126],柳东校区；文昌校区,195,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,25.0,G-16bed3710f986e1c,STABLEGROUP-a7b5bfe0ee72e805
