第二轮候选ID,第二轮池,第二轮层级,建议梯度,是否进入家庭讨论,是否可作为定稿依据,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R2GROUP-661b3de8e4d4f8c4,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件1个、电子/网络2个、机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A197,西北民族大学,A19717,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,5,5,57,left,1.22 电子信息工程（办学地点：榆中校区）[M-4f5e24dc8a0f4a78]；2.23 电气工程及其自动化（办学地点：榆中校区）[M-fb3e1dc846ad6da1]；3.24 自动化（办学地点：榆中校区）[M-05eedfbacafd1529]；4.25 人工智能（办学地点：榆中校区）[M-f370e04f41c46e10]；5.26 通信工程（办学地点：榆中校区）[M-80902f0d520e0c02],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-fc81847787fdf794,STABLEGROUP-b3fbbc6d95fd016e
R2GROUP-aa64bc0bf1757454,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：电子/网络2个、机械/自动化/机器人3个、师范1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C118,黄冈师范学院,C11811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,7,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,2,2,73,right,1.55 物理学（师范类）[M-633c5aae1dbde8f6]；2.56 电子信息工程[M-776783aa034110d1]；3.57 光电信息科学与工程[M-99af103dab855547]；4.58 机械设计制造及其自动化[M-cec52f51bbbe805b]；5.59 机器人工程[M-f95faa393e6a7c8f]；6.60 电气工程及其自动化[M-8e2ceee38fe735ff]；7.61 飞行器制造工程[M-ba0ab31d8f908c5b],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-34a92ea063b4d7fa,STABLEGROUP-495670c95e7155ec
R2GROUP-1905eedf284804f2,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：数字媒体1个、计算机/AI/软件1个、电子/网络2个、机械/自动化/机器人1个、师范1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K753,喀什大学,K75307,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,7,8,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,2,-15,235,left,1.20 物理学（师范类；需满足数学单科成绩≥60分：办学地点：新泉校区）[M-595730f0e99ec09a]；2.21 电子息科学与技术（需满足数学单科成绩≥60分；办学地点：新泉校区）[M-db9c6ee12ab2db32]；3.22 网络工程（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-73a51780953014c0]；4.23 电气工程及其自动化（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-947675e6b515adc8]；5.24 数字媒体技术（番满足数学单科成绩≥60分：办学地点：新泉校区）[M-1162cd3f716833ed]；6.25 通信工程（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-3a9662a4340b1dfb]；7.26 交通工程（需满足数学单科成绩≥60分：办学地点：东城校区）[M-f3423f29c8c9816e]；8.27 道路桥梁与渡河工程（需满足数学单（科成绩≥60分：办学地点：东城校区）[M-6beb6e47efdde791],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-773111c0b1e7a465,STABLEGROUP-36f8a2d3ccad317d
R2GROUP-1b141728f178069d,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个、电子/网络1个、机械/自动化/机器人1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H455,山东管理学院,H45501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,2,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,6,V0-默认不进主方案风险,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,4,4,170,left,1.01 虚拟现实技术[M-e48724ae1e458823]；2.02 数据科学与大数据技术[M-8e563aeea0abe059]；3.03 电子信息工程[M-443b36a75e3efc35]；4.04 人工智能[M-c4cd381ce46030b0]；5.05 工业智能[M-032560c423e67473]；6.06 机器人工程H486 齐鲁医药学院（民办）（山东）[M-031ac1146653f467],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-dcfface6881291cb,STABLEGROUP-f1037f9fb7ab6340
R2GROUP-a91dca963df236d7,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件4个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K755,新疆财经大学,K75504,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,7,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,3,-9,235,right,1.35 经济统计学[M-0ba8a5cc6a14012a]；2.36 统计学ZAKA。院校专业组及专业代亭[M-23599cd2f6179f4b]；3.37 金融数学（数学单科成绩不低于70[M-feb28eeadcff8760]；4.38 数据科学与大数据技术[M-4891e9f445d33181]；5.39 计算机科学与技术[M-66b820fb26fd1d94]；6.40 网络空间安全[M-5387c5074ab4cbef]；7.41 人工智能[M-b6a61f7b02d89e16],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-c60556809274769b,STABLEGROUP-35b8490cf614864c
R2GROUP-10080af753dd0e10,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F386,内蒙古工业大学,F38603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,10,-4,111,right,1.03 计算机科学与技术（办学地点：金川校[M-f160745e4ac48b85]；2.04 人工智能（办学地点：金川校区）[M-9da4ff3d1856b4a8],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-65ebf80b76a3cd35,STABLEGROUP-497e9646eac0423c
R2GROUP-770378f72ccb8df4,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个、机械/自动化/机器人2个、农业2个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F387,内蒙古农业大学,F38702,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,2,-4,111,right,1.07 应用统计学（办学地点：呼和浩特校[M-d55c57f255dbe14e]；2.08 机械设计制造及其自动化（办学地点：呼和浩特校区）[M-f94738dcdb0147c4]；3.09 树料科学与工程（办学地点：呼和浩特校区）[M-a09ed26730e07d3a]；4.10 电气工程及其自动化（办学地点：呼和浩特校区）[M-c07ad5c79de8d336]；5.11 软件工程（办学地点：呼和浩特校区）[M-33b2a8b7450cfcc6]；6.12 数据科学与大数据技术（办学地点：呼和浩特校区）[M-6769ec15ca7fc955]；7.13 水文与水资源工程（办学地点：呼和浩特校区）[M-6e3072a3c723260b]；8.14 农业电气化（办学地点：呼和浩特校[M-a15bea465320e7aa]；9.15 农业水利工程（含享越农林计划；办学地点：呼和浩特校区）[M-da905de62c0490b5]；10.16 家具设计与工程（办学地点：呼和浩特校区）F388 内蒙古医科大学（公办）（内蒙）[M-8e671dc4a3987201],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-660bf38051556cc2,STABLEGROUP-30fd7fd3cb4c68bd
R2GROUP-540c4d8ed7b93818,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F694,齐齐哈尔大学,F69403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,6,-6,126,right,1.03 电气工程及其自动化[M-7e1b97d47d20c8b4]；2.04 计算机科学与技术[M-71648b7d2b543e82]；3.05 通信工程[M-bd465c3ff578bd52]；4.06 物联网工程[M-d8b4f0e0ef2f5668],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-ebad8a03de7b7ac9,STABLEGROUP-8cbd8f96c27f7acf
R2GROUP-6f5f768e00d3d3f2,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：机械/自动化/机器人4个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C138,湖北理工学院,C13812,12,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,V3-历史线索普通留存,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,12,-13,79,right,1.58 机械设计制造及其自动化[M-a4ca762a6e64fd95]；2.59 机械电子工程[M-1a15b062db5afdf1]；3.60 智能制造工程[M-6f7e7805227cc278]；4.61 机器人工程[M-ecf6099351018602],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b874ab6ac519bb4a,STABLEGROUP-a235931253770a71
R2GROUP-4359cc9b42abae4f,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件3个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H909,广西财经学院,H90904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,4,-8,198,left,1.09 统计学（第一学年在武鸣校区，第二至第四学年在明秀或相思湖校区）[M-dc8f8c7c5cfa61f4]；2.10 数据科学（第一学年在武鸣校区，第二至第四学年在明秀或相思湖校区）[M-9eee94e1d51c959a]；3.11 计算机科学与技术（第一学年在武鸣校区，第二至第四学年在明秀或相思湖校区）[M-0ce10aa44ebae30d]；4.12 人工智能（第一学年在武鸣校区，第二至第四学年在明秀或相思湖校区）[M-b7efe1507617497a],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-475c4a184d9f8dbd,STABLEGROUP-2c05acfc11f5c502
R2GROUP-77f711ae90ae3349,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：机械/自动化/机器人3个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C127,湖北工程学院,C12705,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,V3-历史线索普通留存,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,8,-9,74,right,1.21 新能源材料与器件[M-4fbd8284ccbc52a8]；2.22 高分子材料与工程[M-6292ed24fdaa8446]；3.23 材料科学与工程[M-b567e10bebb5026d]；4.24 机械设计制造及其自动化[M-dd009e5ade8b08d3]；5.25 机械电子工程[M-789b80c0c5b843d5]；6.26 智能制造工程[M-f7002ffdeb600577],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-7beded86a24638b0,STABLEGROUP-877552957b060967
R2GROUP-93bcc055da041d69,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：数字媒体1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H775,韶关学院,H77505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,3,-10,187,right,1.05 数字媒体技术（办学地点：韶乐园校[M-4b0cc9d74eef3c59],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-aed32fc724b7746b,STABLEGROUP-cff352fe3ebee1ee
R2GROUP-162331814b35d0ce,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H375,赣东学院,H37502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R3-P2官网后人工确认,H3-历史最高线高于等位分15分内,3,4,-7,161,right,1.03 工程管理（1）肢体残疾（不继续恶化）；（2）任何一眼矫正到4.8镜片度教大于800度的草符奋以上两种道形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专[M-d68a7def3a439733]；2.04 大数据管理与应用[M-9508373f76efd761],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-f1ea4a3a2bc0d286,STABLEGROUP-d379360b5847877c
R2GROUP-34c86bb51f4530b8,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H671,邵阳学院,H67102,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R3-P2官网后人工确认,H3-历史最高线高于等位分15分内,2,6,-2,181,right,1.03 大数据管理与应用（办学地点：七里坪[M-0faf334aff2fd7be]；2.04 法学（办学地点：七里坪校区）[M-7c1589d072517955],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-c714047bc3296171,STABLEGROUP-cc3703295dc8fee1
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个、师范1个、农业1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,H320,上饶师范学院,H32003,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,7,10,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,7,-17,157,right,1.06 数据科学与大数据技术（不能准确在显示器上识别红、黄、兰、绿、紫各颜色中任何一种颜色的数码、字母者（不予录取）A◎A◎ZG院校专业组及专业代号[M-714c0a095e82677b]；2.07 人工智能[M-97fae4c85698e33a]；3.08 类曳傅息材料与器件（色盲、色弱考生[M-dc35ef3202b7617c]；4.09 化学（色盲、色弱考生不予录取）[M-f462c203afe79ff6]；5.10 应用化学（色盲、色弱考生不予录取）[M-0aef402589bf7a8f]；6.11 材料科学与工程（色直、色弱考生不予二在学校主校区学习大四将按照培养方案在弋阳校[M-ba733cd5f20c1e00]；7.12 生物科学（色盲、色弱考生不予录取）[M-43449428c14619e8]；8.14 智薏农业（大一、大二在学校主校区学习，大三、大四将按照培养方案在弋阳[M-aa82c94d0d020a52]；9.15 逼感科学与技术（色盲、色弱考生不予[M-2b697a90ff5edca5]；10.16 数学与应用数学（师范类）[M-e866dd877a243bab],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-18c7c3f4af6abe8d,STABLEGROUP-68c6ebb0d66a2beb
R2GROUP-59c64d8abaf5f4db,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H576,南阳理工学院,H57609,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,9,1,177,left,1.16 人工智能[M-9459fc08dfb3647c]；2.17 工业软件[M-907fc6e08b784e38],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b81298ecd508926b,STABLEGROUP-0895d54b3632a7d5
R2GROUP-3181d4c60ed3291d,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：计算机/AI/软件2个、师范1个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,H321,宜春学院,H32107,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,2,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,2,2,158,left,1.12 计算机科学与技术（不招单色识别不全者；办学地点：本部校区）[M-09b73a4cc142a1b2]；2.13 软件工程（办学地点：本部校区）H322 赣南师范大学（公办）（江西）[M-8e4b67ee72353453],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-834a4bea5026736b,STABLEGROUP-c356333a8dc48a9a
R2GROUP-d89754646ccb644b,主线,M2-稳冲主线优先,稳冲观察,true,false,命中方向：机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H436,泰山学院,H43603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,V3-历史线索普通留存,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,4,-19,168,left,1.04 机械设计制造及其自动化[M-c3f64ec9d8de64a6]；2.05 智能制造工程[M-8db50e9c0687e13f],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-bb425cdd87e5e103,STABLEGROUP-e6d8a79b92d06ed1
