第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-51556e9d8d2a9f79,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A022,北京林业大学,A02205,05,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,115,95,16,left,1.11 城乡规划（一养，三年级起在雄安校区培养）「二年级在北京校区培[M-01205f136f039bf4]；2.12 风景园林（一、养，三年级起在雄安校区培养）[M-bfea8c920180d72e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-94b2813da5c90806,STABLEGROUP-2c687e1599b2f5bf
R1GROUP-6c423b4fff167ec0,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A043,北京体育大学,A04309,09,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,115,86,19,left,1.15 数据科学与大数据技术（不能准确识别红、黄、绿、兰、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取）[M-36941e276a2667c1],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-27ad5a1fbd699b72,STABLEGROUP-78b88deccba0de1c
R1GROUP-6bcbf5c90925793a,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A010,北京化工大学,A01005,05,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,116,99,14,left,1.19 工科试验班（高端装备与智能制造：机械设计制造及其自动化、过程装备与控制工程、机器人工程；办学地点：朝阳校区/昌平校区）[M-6d54a6c8ccac01fe]；2.20 工科试验班（智能信思类；电子信息丁程、人工智能；办学地点：朝阳校区/昌平校区）[M-f6104186bb541ed1]；3.21 社算机科学与技术（办学地点：朝阳校区/昌平校区）[M-64d6204c43bd064b]；4.22 自动化类（自动化、测控技术与仪器；办学地点：朝阳校区/昌平校区）[M-f183cd94b24e1637]；5.23 理科试验班（大数据与智能管理；信息管理与信息系统、大数据管理与应用；办学地点：朝阳校区/昌平校区）[M-5eae351ebd38bcab]；6.24 理科试验班（数学统计类；应用统计学、数学与应用数学、信息与计算科学：办学地点：朝阳校区/昌平校区）[M-f92f3b43d56c23a4]；7.25 理科试验班（物理电科类：电子科学与技术、应用物理学：办学地点：朝阳校区/昌平校区）[M-a9d1e18ecac3ea18]；8.26 数字经济（办学地点：朝阳校区/昌平校区）[M-4dfa1159714e08db],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9122595fe47db909,STABLEGROUP-562f0e7a710edf41
R1GROUP-9b3a470f4401a514,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A022,北京林业大学,A02206,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,118,86,16,left,1.13 国际经济与贸易（区培养，三年级起在雄安校区培养）三年级在北京校区培养，三军级起在雄安校区培养）二年级在北京校区培[M-5c62944142bb7daa]；2.16 数字经济（一养，芒年级起在雄安校区培养）[M-a415338b668ee996]；3.17 大数据管理与应用（一、三年级在北京校区培养，三年级起在雄安校区培养）[M-f3df441ab20b47af]；4.18 信息管理与信息系统（一、二年级在北京校区培养，三年级起在雄安校区培[M-7fd733e08c7ffd3f],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1e2c38ae5da517bb,STABLEGROUP-2d6293f6e9afc80f
R1GROUP-e0766e5559cc14cf,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A213,中国地质大学（北京）,A21306,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,3,9,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,118,93,59,left,1.12 地质工程（工科基地班）[M-96ef5b220273b1f3]；2.13 地质工程[M-e134ac06ec446d71]；3.14 土木工程[M-0835d2f9f2f0c33f]；4.15 城市地下空间工程[M-dd1460961c7fb217]；5.16 智能建造[M-392fae013e3aa436]；6.17 地下水科学与工程（不招色盲、色弱、单色识别不全）[M-1a58dc10ee32c6ea]；7.18 發源勘查工程（能源：不招色盲、色弱、单色识别不全）[M-eede44a8b8e6e8ed]；8.19 资源勘查工程（新能源地质与工程；不招色盲、色弱、单色识别不全）[M-747f1c872e308963]；9.20 勘查技术与工程[M-19144feb62859182],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-46f91058b9af472c,STABLEGROUP-e206e77d07401aaf
R1GROUP-9a88fd50d67fba37,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F003,北京工商大学,F00301,01,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,3,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,118,80,92,right,1.01 会计学（数智会计方向；办学地点：阜成路校区）[M-06671691f08d8e2b]；2.02 金融科技（数字书院实验班；办学地点：阜成路校区）[M-f02fee88f008b7f4]；3.03 经济学（实验班；办学地点：阜成路校[M-71b8b55661e14d14],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-5f40a59aad1957f5,STABLEGROUP-d78f0c10517d0a64
R1GROUP-a965784cf0fad3bb,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A213,中国地质大学（北京）,A21304,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,4,4,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,119,102,59,left,1.05 经济学（与资勘专业双学士学位：一年级在北京校区，三年级起在雄安校区：不招单色识别不全）[M-0ccbd8cf74074efa]；2.06 数字经济（一年级在北京校区，二年级起在雄安校区；不招单色识别不全）[M-b929d911d6128b33]；3.07 大数据管理与应用（一年级在北京校三年级起在雄安校区；不招单色识别不全）[M-7dd3814d3934caa3]；4.08 工商管理（一年级在北京校区.三年级.起在雄安校区；不招单色识别不全）[M-7df3ed8a7dc8aa3a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-922022b9a24ddd71,STABLEGROUP-e4449ff30ac68437
R1GROUP-ac031398c3d0254e,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A008,北京科技大学,A00806,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,121,121,13,left,1.09 工科试验班类（卓越工程人才：材料科学与工程、机械工程、自动化、能源与动力工程、碳中和科学与工程、智智能建造能米矿工程、治金工程、特珠班型，特珠培养政策详见学校本科招生网：办学地点：北京校区）[M-1021152d314e85a6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-a7e44dc9e9db9533,STABLEGROUP-0940e85053aa57ec
R1GROUP-760f864e815bdd77,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A209,中国矿业大学（北京）,A20902,02,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,121,91,58,right,1.03 会计学（专业录取的身体限制条件详见学校本科招生章程）[M-64c7cb0c87ec1588]；2.04 大数据管理与应用[M-d9740f8feeb3d684]；3.05 建筑学（学制：五年）[M-1d08b87d49f4210e],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-42eac2b4f5f76f7d,STABLEGROUP-5a94c0b4f69a768b
R1GROUP-42c2c0e2b11f7533,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A008,北京科技大学,A00807,07,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,122,122,13,left,1.10 理科试验班（拔尖人才计划：材料科学司工程、计算机科学与技术，人工智能、机器人工程、自动化：特班型特殊培养政策详见学校本科招生网；办学地点：北京校区）[M-e597753f62c89427],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-ec1fec4d0ade6629,STABLEGROUP-f4a92f490d2c426b
R1GROUP-ad55e247d7834509,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A004,北京交通大学,A00406,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,126,108,11,left,1.07 理科试验班类（詹天佑试点班智能类轨道交通信号与控制、交通运输、控技术与仪器、电气工程及其自动化；特珠培养方案，详见学校招生网站）[M-8dcb552d88302374],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-13327e2ff9daac46,STABLEGROUP-e0cd27dfc2a72879
R1GROUP-4d4a6fc33b1fdb36,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A008,北京科技大学,A00804,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H5-历史最高线高于等位分30分以上,2,127,123,13,left,1.06 大数据管理与应用（大数据与金融试验班：大二学年结東后可分流至大数据管理与应用、信息管理与信息系统、金融工程专业，其中大数据管理与应用专业整体分流接收比例 50%；办学地点：北京校区）[M-0b03b9054eb0b704],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-72f6dc37457df6a5,STABLEGROUP-dd289d09188b4f25
R1GROUP-1fe83659495b5bd5,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个、师范相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A321,北京师范大学（珠海校区）,A32108,08,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,2,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,127,127,61,left,1.13 教育学（北师大教育学、北理 AI 联合学位培养项目；北京师范大学-北京理工太学“教育学+人工智能“联合学士学位培养项目；办学地点：北京师范大[M-9f499f08dd242acd]；2.14 社会科学试验班（经济学：含经济学（数据科学方向）、金融科技：办学地点：北京师范大学珠海校区）[M-745bc11054a145b0],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-d673c111006f4b30,STABLEGROUP-1951dc4e07b7c459
R1GROUP-fa6b330dc43c657f,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A004,北京交通大学,A00407,07,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,128,111,11,left,1.08 机器人工程（知行创新班产学研融合示范班；特殊培养方累详见学校招生网站：一二年级在北京校区培养，三年级起在雄安校区培养）[M-979ef8881a3d4cf3],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-eb4df22f74e0358a,STABLEGROUP-a63aeea30d98a5dc
R1GROUP-460118471dd9adee,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A013,北京邮电大学,A01306,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,128,106,15,left,1.22 本科顶科班（少数民族预科班；建议非蒸语语种考生谨镇报考；办学地点：沙河校区：学制：一年）A019中国农业大学（公办）（北京）[M-8a59210fd929445c],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-766d0777ce3eca80,STABLEGROUP-4d1b2fd7b03eafd4
R1GROUP-72e1a35e8436d2d7,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A211,中国石油大学（北京）,A21104,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,20,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,128,104,58,right,1.06 资源勘查工程[M-7bb3267e44441a63]；2.07 石油工程[M-19005c21c4609910]；3.08 化学工程与工艺[M-624f6adf72e6e713]；4.09 能源化学工程[M-1c4fbc9e11e16089]；5.10 机械类（机器人工程、机械设计制造及其自动化）卫油气储运工程[M-c21df4fdf369ce75]；6.12 能源与动力工程[M-7244431ef2cf3316]；7.13 过程装备与控制工程[M-a1cc97d0350376c8]；8.14 勘查技术与工程[M-ad7123e69a6e3cfc]；9.15 安全工程[M-84b90d96e31a22a3]；10.16 海洋油气工程[M-942539acc23a7c7d]；11.17 材料科学与工程[M-9a70e5dd18d7584f]；12.18 储能科学与工程院校专业組及专业代号[M-579197198e0b0f1f]；13.19 新能源科学与工程[M-cbb0f057ed77fc4d]；14.20 自动化[M-a80b08e9f5766309]；15.21 人工智能[M-2edad10ecbfdf945]；16.22 电子信息工程[M-6e2581ed23606fd2]；17.23 计算机科学与技术[M-e22b746f617b87f9]；18.24 应用化学[M-a61a94afdc5eda61]；19.25 数学与应用数学[M-b60ac504d1f0a503]；20.26 石油工程（未来能源创新班）[M-9151fad9e66081d4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d26158cfa5600a02,STABLEGROUP-9ed9c1497c04f414
R1GROUP-97f78f51d683b567,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个、师范相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A321,北京师范大学（珠海校区）,A32109,09,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,2,0,0,0,2,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,128,128,61,left,1.15 数学类（数学与应用数学：物理学：系统科学与工程：数据科学与大数据技术；人工智能（创新实验班）：应用统计学：办学地点：北京师范大学珠海校[M-fd4ce55eed514b8a]；2.16 理科试验班（地理科学；心理学；生物科学：化学；办学地点：北京师范大学珠海校区）A325大连理工大学（盘锦校区）（公办）（辽[M-13bf9ec2a28f84b3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f6f151803399d168,STABLEGROUP-b099759951bec47f
R1GROUP-f316030e472d3e2a,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A054,华北电力大学（北京）,A05403,03,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,134,96,19,right,1.11 气工程及其自动化（领军人才班：办学地点：北京校部）[M-bf61cabcf8c50fe6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-5d533c169a9e0d47,STABLEGROUP-bc8f4f2971cde1cd
R1GROUP-d591815994b02c77,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A010,北京化工大学,A01002,02,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,135,89,13,right,1.06 过程装备与控制工程（国家卓越工程师学院；办学地点：朝阳校区/昌平校区）[M-8290d11ece4c7b2f]；2.07 自动化（国家卓越工程师学院；办学地点：朝阳校区/昌平校区）[M-6fce158e27b70e32],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-18103f8f6bb8f1cf,STABLEGROUP-3b9db99610a3d821
R1GROUP-1f2dedf981462d6a,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关3个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A054,华北电力大学（北京）,A05404,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,137,115,19,right,1.12 电气工程及其自动化（办学地点：北京[M-32393e29b3c90fcf]；2.13 智能电网信息工程（办学地点：北京校[M-6ebd5337c3053c85]；3.14 通信工程（办学地点：北京校部）[M-b546f8f699ce16f5]；4.15 电子科学与技术（办学地点：北京校[M-c57b7c42080013c4]；5.16 计算机科学与技术（办学地点：北京校•zKAG院校专业组及妻业代号[M-1f9f547fa4a7c7ae]；6.17 自动化（办学地点：北京校部）[M-cd2b791a56709d75]；7.18 人工智能（办学地点：北京校部）[M-294bbd0f99123de2]；8.19 软件工程（办学地点：北京校部）[M-3bbaab24b8d9a801]；9.20 测控技术与仪器（办学地点：北京校[M-3c94f7c3b1c2a88c]；10.21 信息与计算科学（办学地点：北京校[M-351ae44151f66fc2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-6db119890350c5bd,STABLEGROUP-0d470da4f03eb11e
R1GROUP-81f9c87b40cacfc5,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F001,北京工业大学,F00101,01,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,137,88,92,left,1.01 自动化（第一年在通州校区，第三园孚年根据学校规划安排在平乐园校区或房山校区）[M-6e1b98f441628b9d]；2.02 通信工程（第一年在通州校区，第三四孿年根据学校规划安排茬平乐园校区或房山校区）[M-ceb43a82aa57d396]；3.03 量子信息科学（第一年在平乐园校区四学年根据学校规划安排雀平乐园校园蕺房山楼区）[M-46b9e2282935b99c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-cc71afcb10929ea4,STABLEGROUP-5bd8540d60a65b9d
