第三轮候选ID,第三轮池,第三轮层级,第三轮建议梯度,是否进入家庭讨论,是否可作为定稿依据,不限地区排序分,城市筛选口径,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R3GROUP-74e03fd5e7a41f27,主线,D2-先讨论稳冲,稳冲观察,true,false,106.0,城市仅展示不参与筛选排序,命中方向：数字媒体1个、计算机/AI/软件3个、电子/网络4个、机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H450,山东工商学院,H45004,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,1,3,0,2,4,3,0,0,0,0,0,0,0,0,0,16,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,5,169,right,1.39 统计学[M-8ba195c86a925e83]；2.40 人工智能[M-90b2fc54c5bc2e5c]；3.41 数学与应用数学[M-9710c4b647b66507]；4.42 应用统计学[M-8007c889cbd9a1ae]；5.43 自动化[M-86ef54f0445df8fe]；6.44 电气工程及其自动化[M-7fc32d85e35b149c]；7.45 电子信息工程[M-c8e830f39a1d46bb]；8.46 通信工程[M-a8b31c9114605c03]；9.47 计算机科学与技术[M-cdfe659d6ddbb7d7]；10.48 数字媒体技术[M-13b19a3991c8159a]；11.49 安全工程[M-b4b8560bd289f9b5]；12.50 应急技术与管理[M-4a71a2765412ac2a]；13.51 数据计算及应用[M-7a3695c82b5953d6]；14.52 集成电路设计与集成系统[M-7489ddca4dfd3dd8]；15.53 数据科学与大数据技术[M-d7ad035436e7d0f7]；16.54 电子科学与技术H451 山东女子学院（公办）（山东）不限[M-b0e700912fffe743],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-69a8112ee16cf2ba,STABLEGROUP-45a49c23c6eeb5a8
R3GROUP-9299a1cb7c3778b1,主线,D2-先讨论稳冲,稳冲观察,true,false,103.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件3个、电子/网络1个、机械/自动化/机器人4个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F311,太原工业学院,F31102,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,4,1,3,0,0,0,0,0,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,-9,109,right,1.06 机械电子工程GAKA一•z专业组及专业代号[M-0866480aca85a441]；2.07 智能制造工程[M-8cfb43de352f0ed2]；3.08 智能车辆工程[M-86d69bc102cb0a69]；4.09 物联网工程[M-79978ec21a64feff]；5.10 智能无人系统技术[M-6eeccebc28680d58]；6.11 测控技术与仪器（屈光不正（近视眼或远视眼）任何一眼矫正后镜片度数大于400度者，不宜就读）[M-44c091cf855e4c63]；7.12 电气工程及其自动化[M-9a8d4ae541b8133c]；8.13 机器人工程[M-c92018b1a4082d03]；9.14 计算机科学与技术[M-e43d4c912f7aa71e]；10.15 软件工程[M-dc3cd37605171f3a],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9d5ccd6576a2150a,STABLEGROUP-7c1c788c59ba17cb
R3GROUP-b6921db344f30d0e,主线,D2-先讨论稳冲,稳冲观察,true,false,98.6,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个、电子/网络1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C138,湖北理工学院,C13810,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,2,-10,79,right,1.49 信息与计算科学（大数据安全方向）[M-3233c336114a530e]；2.50 应用物理学（集成电路方向、光电信息科学方向）[M-81bcb2e3f9310b58]；3.51 数据科学与大数据技术[M-0d4fb7b722997d8e]；4.52 人工智能[M-b8657de6d279dc74]；5.53 人工智能（创新实验班）[M-74b36f7c71439bba],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-a289e7d54bd0da07,STABLEGROUP-2aab4279ad400b8d
R3GROUP-fe07e7ea570e46c3,主线,D2-先讨论稳冲,稳冲观察,true,false,90.4,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个、机械/自动化/机器人3个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H907,广西科技师范学院,H90703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,9,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,3,-5,197,right,1.05 汽车服务工程（办学地点：柳州校区）[M-f694678b5de805ba]；2.06 智能制造工程（办学地点：柳州校区）[M-367f22dba2077693]；3.07 智能车辆工程（办学地点：柳州校区）AKAZG院校麦业组及专业代号[M-fc7a06fb017829a6]；4.08 患气工程及其自动化（办学地点：来宾校区）[M-c9008007971147af]；5.09 人工智能（办学地点：来宾校区）[M-a95f522195f5ff92]；6.10 机器人工程（办学地点：柳州校区）[M-80dab465ad144cf6]；7.11 计算机科学与技术（办学地点：来宾校[M-124272bde4252edc]；8.12 软件工程（办学地点：来宾校区）[M-fa6148caf5e9a03c]；9.13 数据科学与大数据技术（办学地点：来宾校区）[M-b2787ae21d34e26d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-15959a491546a66c,STABLEGROUP-c005287bda319241
R3GROUP-82fef4d99831f94f,主线,D2-先讨论稳冲,稳冲观察,true,false,86.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件3个、电子/网络3个、机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H330,新余学院,H33005,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,2,3,3,0,0,0,0,0,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,5,-1,160,left,1.20 机械设计制造及其自动化[M-8029c5f9540eacc1]；2.21 机器人工程[M-4bd28bc3195e0bb1]；3.22 智能科学与技术[M-cfd55fd2040b2813]；4.23 软件工程[M-63e88cde53a360ce]；5.19 期資亮院校专业组及专业代号[M-30118f1c3469ba92]；6.24 电子信息工程[M-10e9b900b6e3e228]；7.25 物联网工程[M-01c7a7496f5da113]；8.26 通信工程[M-4af37e128dfca612],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-85925ffa88fd8ce1,STABLEGROUP-f9b1f46873c26eb0
R3GROUP-1a4115b66426e023,主线,D2-先讨论稳冲,稳冲观察,true,false,85.8,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C129,湖北民族大学,C12903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,9,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,1,1,1,75,right,1.16 电子信息工程[M-17e88617ba0b945e]；2.17 信息安全[M-b710ed35bc5509ba]；3.18 智能制造工程[M-d02b951098ffa84b]；4.19 数学与应用数学[M-4b0040c9e765bb7e]；5.20 统计学[M-f1045946d7c121f0]；6.21 电气工程及其自动化[M-bd390734b328c076]；7.22 计算机科学与技术[M-4fbdf8c8639f107b]；8.23 物理学[M-d18018b776fcfae6]；9.24 光电信息科学与工程[M-a0d8aa651acec549],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-941db55ee939c751,STABLEGROUP-3b056b099b3db1e9
R3GROUP-9ba5607c05e64cd2,主线,D2-先讨论稳冲,稳冲观察,true,false,84.4,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C127,湖北工程学院,C12706,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,8,-21,74,right,1.27 数学与应用数学[M-672c5d285a777ea4]；2.28 数据科学与大数据技术[M-efaf780f0468128b]；3.29 人工智能[M-c4212113be49105a]；4.30 软件工程[M-c6c94fd2e6d5447a]；5.31 网络空间安全[M-ae1dacd1e9960113],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-25242282690fb171,STABLEGROUP-6597191681575a44
R3GROUP-3b9c30ae63abedee,主线,D2-先讨论稳冲,稳冲观察,true,false,81.6,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个、电子/网络1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,C138,湖北理工学院,C13813,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,4,0,0,1,4,0,0,0,0,0,0,0,0,1,4,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,7,-8,79,right,1.62 计算机科学与技术（不招单色识别不[M-b0f8fd0e863983c8]；2.33 计算机科学与技术（创新实验班；不扌[M-bbf6b877233b143e]；3.64 软件工程[M-4f8b883488ba7e36]；4.65 网络工程[M-ebfadfbc09ed373f],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-09d01ff8dec8280c,STABLEGROUP-eb5de16c9d3dfe6f
R3GROUP-38648032aa8c8dff,主线,D2-先讨论稳冲,稳冲观察,true,false,78.4,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C126,湖北文理学院,C12610,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,9,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,13,4,74,right,1.38 签堂器（含数学与应用数学、数据计算及应用专业；办学地点：隆中校区）[M-2616fc56cde326b4]；2.39 机械类（含机械设计制造及其自动化留能制造工程专业；办学地点：隆中衣区）[M-367da5ba7b5e9889]；3.40 车辆工程（新能源汽车；办学地点：隆中校区）[M-bc18b9edc3e83b93]；4.41 智能车辆工程（办学地点：隆中校区）[M-9f85e89e0253aa5f]；5.42 电子信息类（含电子信息工程、通信工程专业；办学地点：隆中校区）[M-eb5df77c302d324f]；6.43 软件工程（办学地点：隆中校区）[M-aed4ea4898eb8d2f]；7.44 物联网工程（办学地点：隆中校区）[M-03a5c2fc11e2845d]；8.45 交通设备与控制工程（办学地点：隆中校区）[M-7a3ac15da4148022]；9.46 智慧交通（办学地点：隆中校区）[M-1b3d90448cceb778],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-cad29fb7a08fd6ae,STABLEGROUP-b6b4bb6f9a2c96aa
R3GROUP-3bc658be83d3fc52,主线,D2-先讨论稳冲,稳冲观察,true,false,76.4,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、电子/网络1个、机械/自动化/机器人3个、环境2个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F583,吉林建筑大学,F58303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,3,1,1,0,0,0,0,2,0,0,0,0,19,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,8,-15,119,right,1.08 土木工程（办学地点：净月校区）[M-f34b21de2cc968c3]；2.09 工程力学（办学地点：净月校区）[M-32d00ac3d83978a0]；3.10 机械工程（办学地点：净月校区）[M-60f656ef0d4092fd]；4.1 城市地下空间工程（办学地点：净月校[M-fe4e0dae3daf6265]；5.12 给排水科学与工程（办学地点：净月校[M-460936e59330df43]；6.13 建筑环境与能源应用工程（办学地点：净月校区）[M-9b02989029a6c4b5]；7.14 环境工程（办学地点：净月校区）[M-1a249820eb21546c]；8.15 环境科学（办学地点：净月校区）[M-8deefc2de69e8ab1]；9.16 高分子材料与工程（办学地点：净月校[M-b998213e3ac0be75]；10.17 道路桥梁与渡河工程（办学地点：净月校区）[M-725c916a349b4f28]；11.18 电气工程及其自动化（办学地点：净月校区）[M-0ddb16c9a581b24f]；12.19 自动化（办学地点：净月校区）[M-78b994496d8f1619]；13.20 计算机科学与技术（办学地点：净月校[M-ab6dbf173ff63796]；14.21 建筑电气与智能化（办学地点：净月校[M-b4ae23ef80dbcd14]；15.22 地理空间信息工程（办学地点：净月校[M-1f9485734fcb633c]；16.23 地质工程（办学地点：净月校区）[M-300adac4c2e34df1]；17.24 地理信息科学（办学地点：净月校区）[M-2fd639d2b4c67241]；18.25 安全工程（办学地点：净月校区）G◎◎ZXA院校专业组及专业代号[M-42250b01830484d1]；19.26 逼感科学与技术（办学地点：净月校[M-90e9e94d5fb865f9],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-30d1416d72ea0545,STABLEGROUP-55f91487ad7a1df5
R3GROUP-7397e0a9fa85f064,主线,D2-先讨论稳冲,稳冲观察,true,false,72.6,城市仅展示不参与筛选排序,命中方向：数字媒体1个、计算机/AI/软件1个、电子/网络2个、机械/自动化/机器人1个、师范1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K753,喀什大学,K75307,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,7,8,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,2,-15,235,left,1.20 物理学（师范类；需满足数学单科成绩≥60分：办学地点：新泉校区）[M-595730f0e99ec09a]；2.21 电子息科学与技术（需满足数学单科成绩≥60分；办学地点：新泉校区）[M-db9c6ee12ab2db32]；3.22 网络工程（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-73a51780953014c0]；4.23 电气工程及其自动化（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-947675e6b515adc8]；5.24 数字媒体技术（番满足数学单科成绩≥60分：办学地点：新泉校区）[M-1162cd3f716833ed]；6.25 通信工程（需满足数学单科成绩≥60分：办学地点：新泉校区）[M-3a9662a4340b1dfb]；7.26 交通工程（需满足数学单科成绩≥60分：办学地点：东城校区）[M-f3423f29c8c9816e]；8.27 道路桥梁与渡河工程（需满足数学单（科成绩≥60分：办学地点：东城校区）[M-6beb6e47efdde791],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-773111c0b1e7a465,STABLEGROUP-36f8a2d3ccad317d
R3GROUP-e8e4a48c4c6e9912,主线,D2-先讨论稳冲,稳冲观察,true,false,71.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、电子/网络2个、机械/自动化/机器人2个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A197,西北民族大学,A19717,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,5,5,57,left,1.22 电子信息工程（办学地点：榆中校区）[M-4f5e24dc8a0f4a78]；2.23 电气工程及其自动化（办学地点：榆中校区）[M-fb3e1dc846ad6da1]；3.24 自动化（办学地点：榆中校区）[M-05eedfbacafd1529]；4.25 人工智能（办学地点：榆中校区）[M-f370e04f41c46e10]；5.26 通信工程（办学地点：榆中校区）[M-80902f0d520e0c02],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-fc81847787fdf794,STABLEGROUP-b3fbbc6d95fd016e
R3GROUP-9b8051e9dcd9d92d,主线,D2-先讨论稳冲,稳冲观察,true,false,69.4,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K755,新疆财经大学,K75504,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,7,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,3,-9,235,right,1.35 经济统计学[M-0ba8a5cc6a14012a]；2.36 统计学ZAKA。院校专业组及专业代亭[M-23599cd2f6179f4b]；3.37 金融数学（数学单科成绩不低于70[M-feb28eeadcff8760]；4.38 数据科学与大数据技术[M-4891e9f445d33181]；5.39 计算机科学与技术[M-66b820fb26fd1d94]；6.40 网络空间安全[M-5387c5074ab4cbef]；7.41 人工智能[M-b6a61f7b02d89e16],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-c60556809274769b,STABLEGROUP-35b8490cf614864c
R3GROUP-3ff0ae9f2d7a7f04,主线,D2-先讨论稳冲,稳冲观察,true,false,68.6,城市仅展示不参与筛选排序,命中方向：电子/网络2个、机械/自动化/机器人3个、师范1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C118,黄冈师范学院,C11811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,7,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,2,2,73,right,1.55 物理学（师范类）[M-633c5aae1dbde8f6]；2.56 电子信息工程[M-776783aa034110d1]；3.57 光电信息科学与工程[M-99af103dab855547]；4.58 机械设计制造及其自动化[M-cec52f51bbbe805b]；5.59 机器人工程[M-f95faa393e6a7c8f]；6.60 电气工程及其自动化[M-8e2ceee38fe735ff]；7.61 飞行器制造工程[M-ba0ab31d8f908c5b],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-34a92ea063b4d7fa,STABLEGROUP-495670c95e7155ec
R3GROUP-d27f254cc3af96b5,主线,D2-先讨论稳冲,稳冲观察,true,false,67.2,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件2个、电子/网络1个、机械/自动化/机器人1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H455,山东管理学院,H45501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,2,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,6,V0-默认不进主方案风险,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,4,4,170,left,1.01 虚拟现实技术[M-e48724ae1e458823]；2.02 数据科学与大数据技术[M-8e563aeea0abe059]；3.03 电子信息工程[M-443b36a75e3efc35]；4.04 人工智能[M-c4cd381ce46030b0]；5.05 工业智能[M-032560c423e67473]；6.06 机器人工程H486 齐鲁医药学院（民办）（山东）[M-031ac1146653f467],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-dcfface6881291cb,STABLEGROUP-f1037f9fb7ab6340
