第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-5b60c5a0b0bf511b,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关2个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A131,厦门大学,A13104,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,2,0,2,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H0-无同代码历史线索,0,,,35,left,1.10 法学（含涉外法治人才基地实验班选拔：入校后可选拔进入涉外法治人才基地实验班；办学地点：思明校区）[M-2591d981c9a79c41]；2.1 经济学类（含双学士学位项目选拔；金融学、财政学、税收学、国际经济与贸易、经济学；分流时本专业类内专业任选；入校后可选拔进入王亚南经泣学专业本科创新实验班、财政学国际化试验班、经济学/金融学+数据科学与大数据技术、税收学+法学双学士学位项且等...[M-f3d48e2d1e96c10c]；3.12 会计学（会计、财务、审计，含双学去学位项目选拔：分流时本专业类（食会计学、财务管理、审计学专业）内专业任选：入校后可选拔进入会计学/财务G[M-71a3e12a73f82f9f]；4.A0 KAZ管理+人工智能双学士学位项目；办学地点：思明校区）[M-fed11bbd37f2b076],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-792ee57628cb1638,STABLEGROUP-6ccbe51d141dabd9
R1GROUP-22099b413ed9d156,C2-偏好/城市但历史待补,历史待补,命中偏好专业：数字媒体技术1个、计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A033,中国传媒大学,A03312,12,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,1,1,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H0-无同代码历史线索,0,,,18,left,1.22 智能视听工程[M-84b7a37c3bcb4125]；2.23 电子信息工程[M-83af574ae53d478b]；3.24 人工智能（数字演艺工程方向）[M-1fb605576ebe5318]；4.25 数字媒体技术[M-1313bee178d7d0ee],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-df1242f8618d3971,STABLEGROUP-fff44e47fa6c6750
R1GROUP-44a30ff563a4786f,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A002,中国人民大学,A00208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,10,left,1.28 人工智能（办学地点：中关村校区）[M-8f0491e60410a6c8],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-eedfcc7b971f13a6,STABLEGROUP-5528d658dfabe6fb
R1GROUP-402efb8341f286fc,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A169,重庆大学,A16903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,47,right,1.05 工科试验班（卓越计划：电气工程及其自动化；计算机科学与技术：电子信息工程：软件工程：自动化：机械设计制造及基自动化：能源与动力工程（等普通类四年制理工类专业）；录取学告息动获得卓越班选拔资格.放弃卓越班淡热及未被桌热班录取煮，可任选金校四年...[M-aa4e66a4ff3fe2ed],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-1a4b3c22a6251207,STABLEGROUP-09bacb65438bb4ef
R1GROUP-1c41d7ebbe8d9789,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C105,长江大学,C10523,23,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,68,right,1.AC 思想政治教育《师范类：办学地点：荆[M-f7233a0678ab3f74],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-8ec68430aaac4f52,STABLEGROUP-77810f9a81ffbf41
R1GROUP-ff16ed361758c770,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C116,湖北科技学院,C11615,15,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,72,right,1.7 地理科学（师范类）[M-de7cb07a0de0bd1b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-26f0b5da6a6107ff,STABLEGROUP-e8f964eead73a499
R1GROUP-7842d7036f3d7868,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C126,湖北文理学院,C12605,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,74,left,1.26 机械类（科创实验班；含机械设计制造及基自动化、智能制造工程专业；办学地点：隆中校区）[M-bc13a944dcbc68b7]；2.27 电子信息类（科创实验班：貪电子信息正程、通信工程专业；办学地点：隆中校区）[M-6f74419211ed73db]；3.28 机器人工程（科创实验班；办学地点：隆中校区）[M-80e00bd7a5c4ecf3]；4.29 计算机科学与技术（科创实验班；办学地点：隆中校区）[M-4796238b0dec110b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1cca3c2045e2fcac,STABLEGROUP-a6a60e2261cdf53e
R1GROUP-6e8b6d1dc1e6cdc4,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C151,汉江师范学院,C15114,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,81,left,1.57 思想政治教育（师范类；办学地点：校K◎ZAGA本部）[M-9f92d4fc57b2555d],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-c073c0568b127092,STABLEGROUP-2b64c0e0f7d46a4e
R1GROUP-8b65450c9a0444af,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F385,内蒙古科技大学,F38510,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,111,left,1.14 金工程（入校一年后，根据分流方案，分为人工智能班、稀土特色班、卓越工程师班）[M-45248143130288f7],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-02e421dff0539306,STABLEGROUP-d7c0337475bb72ba
R1GROUP-447983c094212e99,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F693,哈尔滨师范大学,F69310,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,126,left,1.10 俄语（非师范）[M-2275078739fad2be],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-e6aa7021993d4e1f,STABLEGROUP-fdc130fc37ab17a4
R1GROUP-bbe3cbebee0da01d,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F693,哈尔滨师范大学,F69311,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,126,left,1.11 汉语言文学（师范类）[M-5fc3739ecb9403f9],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-58273ef2e85c92cd,STABLEGROUP-8da91a3895f13c1c
R1GROUP-7c0c78be7f0154af,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F693,哈尔滨师范大学,F69314,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,126,left,1.14 数学与应用数学（师范类）[M-c53a2051ed87aceb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-3a7c3346a7e06368,STABLEGROUP-f11ccaa3ec783810
R1GROUP-a6147411f372f485,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F779,上海海事大学,F77903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,187,right,1.06 科学教育（师范类；创新班；办学地点：寸金校区）[M-06086a3ccae1b21b],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-95241896118085ff,STABLEGROUP-3cc8e70976775278
R1GROUP-e28839705bee0287,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H022,浙江水利水电学院,H02201,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,6,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,141,left,1.01 水利水电工程（办学地点：湖州南浔校[M-c2a831867128c0a4]；2.02 农业水利工程（办学地点：湖州南浔校[M-c95cd5575b84b34a]；3.03 水文与水资源工程（办学地点：湖州南浔校区）[M-00493aa6b002529d]；4.04 机械设计制造及其自动化（办学地点：湖州南浔校区）[M-128f019b5412052a]；5.05 材料成型及控制工程（办学地点：湖州南浔校区）[M-6b2722c96c905ad0]；6.0G 软件工程（办学地点：湖州南浔校区）[M-e51caa0828d974e8],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-3ef96b8e1b7f69ce,STABLEGROUP-0dd2a0498845e1ad
R1GROUP-e8547406e9476d1f,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H319,江西师范大学,H31916,16,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,157,left,1.52 物理学（师范类；拔尖创新班；办学地点：瑶湖校区）GAZ◎KA院校[M-ecc5465d34d6c41d],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-fa00fd608f43ad78,STABLEGROUP-53e99106b311fa33
R1GROUP-86f8ba1a26874fe6,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H319,江西师范大学,H31920,20,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H0-无同代码历史线索,0,,,157,right,1.70 软件工程（AI 算法工程师：办学地点：上饶市：办学地点：人工智能学院［数字产业学院］）[M-82f3a2c00926abbb],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-aabf0b395336eade,STABLEGROUP-e2ba853db9578989
R1GROUP-dca6700d878e4b45,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H325,景德镇学院,H32502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,159,right,1.04 计算机科学与技术[M-b8295cfc31917349]；2.05 机械设计制造及其自动化[M-84d0ee2de01e7cce]；3.06 自动化[M-8bdf0b9666d240cb]；4.07 无机非金属材料工程[M-e710191bdfac7935]；5.08 茶学[M-951ec0f40e9d6640],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-175002cd2985afd4,STABLEGROUP-ee534e107768de89
R1GROUP-bb77e1006c097e35,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H543,河南理工大学,H54309,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,172,left,1.20 發區严程（草起计划班：办学地点：南[M-18e8d91285a88814]；2.27 水文与水资源工程（智慧水文方向；办学地点：南校区）[M-c8d2f14724e9f260]；3.28 资源环境大数据工程（办学地点：南校[M-e4dd49093f08ffa5]；4.29 矿物加工工程（卓越计划班；办学地点：南校区）[M-ee1ecd67e02ca393],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8e019832f745e974,STABLEGROUP-c14d1ce30f405d2f
R1GROUP-de2237339116cac0,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H775,韶关学院,H77507,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,187,right,1.07 物联网工程（办学地点：韶乐园校区）[M-206bc579121bdcb8],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1756a92b53e7c55e,STABLEGROUP-093f82307b512f8e
R1GROUP-257a6f791469360e,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H812,东华理工大学,H81201,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,22,V1-偏好专业优先线索,R1-P0整组先核,H0-无同代码历史线索,0,,,153,left,1.01 资源勘 工程（办学地点：南昌校区）[M-35b39c6f92faa557]；2.02 地球信息科学与技术（办学地点：南昌校区）[M-0a4a61dd154cdc09]；3.03 勘查技术与工程（办学地点：南昌校[M-d93721f2b6d31e6a]；4.04 地球物理学（拔尖学生培养基地；办学GA◎KA◎Z院校代号地点：南昌校区）[M-181a42a96ae65b5c]；5.05 智能地球探测（办学地点：南昌校区）[M-e1a1df20d9a4016e]；6.06 水文与水资源工程（办学地点：南昌校[M-027f3667d1afe046]；7.07 环境工程（办学地点：南昌校区）[M-012fea53a3f8216a]；8.08 排水科学与工程（办学地点：南昌校[M-dff59caa4503a4d0]；9.09 地下水科学与工程（办学地点：南昌校[M-e4e0978d6a9e4641]；10.10 测绘工程（办学地点：南昌校区）[M-58106cd884dee7f6]；11.11 逼感科学与技术（办学地点：南昌校[M-63f9d546c709e273]；12.12 地理空间信息工程（办学地点：南昌校区）[M-f51cbc1d564f2ddb]；13.13 化学工程与工艺（办学地点：南昌校[M-5f763ec4d69bfcdd]；14.14 材料科学与工程（办学地点：南昌校[M-eeceea1efaa0e94f]；15.15 复合材料与工程（办学地点：南昌校[M-9b82915a5823a83b]；16.16 核工程与核技术（办学地点：南昌校[M-a447e35b83ddd24e]；17.17 算机科学与技术（办学地点：南昌校[M-222c8cee3513f52b]；18.18 通信工程（办学地点：南昌校区）[M-5280aec0717a4bef]；19.19 网络空间安全（办学地点：南昌校区）[M-27099079bee44364]；20.20 人工智能（办学地点：南昌校区）[M-a9456bab7e72620c]；21.21 土木工程（办学地点：南昌校区）[M-be4726ac5f73b4d2]；22.22 城市地下空间工程（办学地点：南昌校[M-f5a3a08a778cc9e3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-11047c5c55142378,STABLEGROUP-086a4ef3a3521f74
R1GROUP-bf6c9bbfeb44040d,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H892,桂林电子科技大学,H89213,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,195,right,1.26 数据科学与大数据技术（办学地点：花[M-ad1cf8233d73bfcf],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-d359b8f0c34d602f,STABLEGROUP-51b93ac489dbe365
R1GROUP-8c96f19e3e0a4bff,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K073,长江师范学院,K07304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,205,left,1.08 材料类（材料科学与工程、材料化学）[M-2035ae081017b5ed]；2.09 环境科学与工程类（环境科学、环境生态工程）[M-cf678aa716e7c59b]；3.10 数据科学与大数据技术三人工智能[M-2a0c2d5d5f664fa7],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-69dcb453e64eeed3,STABLEGROUP-6738d4efe928277a
R1GROUP-d0f2c82a70a818b2,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K074,四川外国语大学,K07412,12,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,205,right,1.47 数据科学与大数据技术（办学地点：沙坪坝区）[M-7bc6429178081903],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8b4cee33b031df4d,STABLEGROUP-cac1983cf13e933f
R1GROUP-86b33a7b83fb2192,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K155,西华大学,K15507,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,210,right,1.34 新能源汽车工程（办学地点：宜宾校[M-f85e2d816eeeee53]；2.35 物联网工程（办学地点：宜宾校区）[M-a93146e947a714df],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8178090bb8928773,STABLEGROUP-66ecb1213e36267d
R1GROUP-e64133035b9de652,C2-偏好/城市但历史待补,历史待补,命中偏好专业：计算机相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K358,云南财经大学,K35811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,220,right,1.35 信息与计算科学（办学地点：龙泉路校[M-825f78205cce383b]；2.36 应用统计学（办学地点：龙泉路校区）[M-e59a5f8f13086803]；3.37 數据科学与大数据技术（办学地点：龙泉路校区）[M-2a51f11d6e0c81be],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-389b7cb650c0fad6,STABLEGROUP-734b0c3294b16b1d
R1GROUP-cd3c5ab23b428883,C2-偏好/城市但历史待补,历史待补,命中偏好专业：师范相关1个；历史线索：H0-无同代码历史线索；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,缺同代码历史线索,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K579,河西学院,K57904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H0-无同代码历史线索,0,,,229,right,1.04 数学与应用数学（师范类；办学地点：环城北路校区）[M-759d63f0a58c0e75]；2.05 道路桥梁与渡河工程（办学地点：环城北路校区）[M-d074583123577b39]；3.06 电气工程及其自动化（办学地点：环城北路校区）[M-36c70df6d7c1f574]；4.07 机械设计制造及其自动化（办学地点：环城北路校区）[M-63a2a5f9049cb37a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8750119eadbeccd2,STABLEGROUP-28583d595a4de8cf
