第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H320,上饶师范学院,H32003,2,07,人工智能,计算机类相关,优先了解-命中当前偏好方向,,要求,,2,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-97fae4c85698e33a,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,3,08,类曳傅息材料与器件（色盲、色弱考生,,暂缓判断-特殊限制待核,体检或色觉限制,,,4530,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-dc35ef3202b7617c,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,4,09,化学（色盲、色弱考生不予录取）,,暂缓判断-特殊限制待核,体检或色觉限制,,,4530,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-f462c203afe79ff6,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,5,10,应用化学（色盲、色弱考生不予录取）,,暂缓判断-特殊限制待核,体检或色觉限制,,,4530,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-0aef402589bf7a8f,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,6,11,材料科学与工程（色直、色弱考生不予二在学校主校区学习大四将按照培养方案在弋阳校,,暂缓判断-特殊限制待核,体检或色觉限制,,,4530,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-ba733cd5f20c1e00,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,7,12,生物科学（色盲、色弱考生不予录取）,,暂缓判断-特殊限制待核,体检或色觉限制,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-43449428c14619e8,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,可了解-农业相关,农业动医兽医,false,H320,上饶师范学院,H32003,8,14,智薏农业（大一、大二在学校主校区学习，大三、大四将按照培养方案在弋阳,,待了解-未命中当前偏好方向,,,,3750,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-aa82c94d0d020a52,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H320,上饶师范学院,H32003,9,15,逼感科学与技术（色盲、色弱考生不予,,暂缓判断-特殊限制待核,体检或色觉限制,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-2b697a90ff5edca5,G-18c7c3f4af6abe8d
R2GROUP-4a4aabeb599417f9,主线,M2-稳冲主线优先,稳冲观察,可了解-师范,师范类相关,false,H320,上饶师范学院,H32003,10,16,数学与应用数学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,,4530,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,158,left,M-e866dd877a243bab,G-18c7c3f4af6abe8d
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H679,湖南工程学院,H67903,1,08,电气工程及其自动化,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-197b1ba3da3105eb,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,H679,湖南工程学院,H67903,2,09,电子信息工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-93399325f3f216cc,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H679,湖南工程学院,H67903,3,10,新能源科学与工程三1机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-e554d345009ca849,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,4,12,材料成型及控制工程,,待了解-未命中当前偏好方向,,,4,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-e9d6a70bcf820f8b,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H679,湖南工程学院,H67903,5,13,机械电子工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-7adbf2255d8ecc57,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,6,14,紡织工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-836f7e26db6618ff,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,7,15,非织造材料与工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-6b90b046f60d4eb1,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,8,16,化学工程与工艺,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-64a28854676d80e0,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,9,17,应用化学,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-736ae746274f64da,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,10,18,功能材料,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-39039a33f24f4b7f,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H679,湖南工程学院,H67903,11,19,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-c3565e10195d3c2d,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,H679,湖南工程学院,H67903,12,20,通信工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-cb9ae814c5a8b8ff,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H679,湖南工程学院,H67903,13,21,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-4b6dd6fdccdc4e99,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H679,湖南工程学院,H67903,14,22,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-7aca140e09101fd7,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H679,湖南工程学院,H67903,15,23,建筑环境与能源应用工程,,待了解-未命中当前偏好方向,,,4,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-1503c8eb581b8ab9,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H679,湖南工程学院,H67903,16,24,机器人工程,,待了解-未命中当前偏好方向,,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-7b7d9e9b36024d18,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H679,湖南工程学院,H67903,17,25,机械设计制造及其自动化（医疗器械装备创新班）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-fcb235bafddcc502,G-7e69be86d42b432f
R2GROUP-4c5c232805e58ace,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H679,湖南工程学院,H67903,18,26,人工智能（未来智能技术卓越班）,计算机类相关,优先了解-命中当前偏好方向,,化学,2,5900,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-58c17bb4c72c03f2,G-7e69be86d42b432f
R2GROUP-4d65c4ee50efbe56,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,C127,湖北工程学院,C12708,1,36,电气工程及其自动化,,待了解-未命中当前偏好方向,,要求,95,5200,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-2,75,left,M-a550959117c8cad9,G-a992f7638048133d
R2GROUP-4d65c4ee50efbe56,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,C127,湖北工程学院,C12708,2,37,自动化,,待了解-未命中当前偏好方向,,,89,4000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-2,75,left,M-6ebd45eba1142add,G-a992f7638048133d
R2GROUP-4d65c4ee50efbe56,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C127,湖北工程学院,C12708,3,38,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,化学,85,5200,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-2,75,left,M-cb7f7e15b22970ee,G-a992f7638048133d
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H911,桂林航天工业学院,H91103,1,05,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,,7500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-72e1eda5242595c2,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H911,桂林航天工业学院,H91103,2,06,机械电子工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-2296dc5d0bfcee00,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H911,桂林航天工业学院,H91103,3,07,材料成型及控制工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-150cd762ced7bda2,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H911,桂林航天工业学院,H91103,4,08,智能制造工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-dfecb113eac3700f,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,H911,桂林航天工业学院,H91103,5,09,电子信息工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-30cbb6effef87175,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H911,桂林航天工业学院,H91103,6,10,测控技术与仪器,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-c804029642862310,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H911,桂林航天工业学院,H91103,7,11,新能源汽车工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-b53d984f12db6d47,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H911,桂林航天工业学院,H91103,8,12,建筑环境与能源应用工程,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-bff28c7465b4905b,G-cd82ec5e0da1f9a0
R2GROUP-4efbaf21418fd51d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,H911,桂林航天工业学院,H91103,9,13,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-0f7da9cb3329f806,G-cd82ec5e0da1f9a0
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,H330,新余学院,H33005,1,20,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,化学,2,4120,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,left,M-8029c5f9540eacc1,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,H330,新余学院,H33005,2,21,机器人工程,,待了解-未命中当前偏好方向,,,2,4350,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,left,M-4bd28bc3195e0bb1,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H330,新余学院,H33005,3,22,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,4350,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,left,M-cfd55fd2040b2813,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H330,新余学院,H33005,4,23,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,,4350,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,left,M-63e88cde53a360ce,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H330,新余学院,H33005,5,19,期資亮院校专业组及专业代号,,待了解-未命中当前偏好方向,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,left,M-30118f1c3469ba92,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,H330,新余学院,H33005,6,24,电子信息工程,,待了解-未命中当前偏好方向,,要求,,2,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,right,M-10e9b900b6e3e228,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,H330,新余学院,H33005,7,25,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,,4350,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,right,M-01c7a7496f5da113,G-85925ffa88fd8ce1
R2GROUP-52636b8c08e311d8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,H330,新余学院,H33005,8,26,通信工程,,待了解-未命中当前偏好方向,,,,4350,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-1,160,right,M-4af37e128dfca612,G-85925ffa88fd8ce1
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,可了解-师范,师范类相关,false,F308,吕梁学院,F30805,1,08,物理学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,2,4950,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-782794e5ecfddcbb,G-be57aa62705d47eb
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,可了解-师范,师范类相关,false,F308,吕梁学院,F30805,2,09,化学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,2,4950,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-86b7950d2662e7e4,G-be57aa62705d47eb
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F308,吕梁学院,F30805,3,10,人工智能卫计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,2,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-b5b9d3bcd83d2a04,G-be57aa62705d47eb
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F308,吕梁学院,F30805,4,12,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,3,5280,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-918e54ef86c5a0b3,G-be57aa62705d47eb
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,调剂接受度待判断,,false,F308,吕梁学院,F30805,5,15,食品科学与工程,,待了解-未命中当前偏好方向,,「地理,2,5100,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-70c2922cd40b07c5,G-be57aa62705d47eb
R2GROUP-540c4d8ed7b93818,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F694,齐齐哈尔大学,F69403,1,03,电气工程及其自动化,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-6,126,right,M-7e1b97d47d20c8b4,G-ebad8a03de7b7ac9
R2GROUP-540c4d8ed7b93818,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F694,齐齐哈尔大学,F69403,2,04,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,4400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-6,126,right,M-71648b7d2b543e82,G-ebad8a03de7b7ac9
R2GROUP-540c4d8ed7b93818,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,F694,齐齐哈尔大学,F69403,3,05,通信工程,,待了解-未命中当前偏好方向,,,,4000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-6,126,right,M-bd465c3ff578bd52,G-ebad8a03de7b7ac9
