第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-6f599c9aba3955da,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,湖北省,湖北省,,C103,湖北大学,C10322,22,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 95 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；576-481=+95；542-494=+48；历史最高等位分差=95。,515,91723,494,497,481,542,542-494=+48,,,576,576-481=+95,2,2023；2025,542-576,576-481=+95；542-494=+48,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.97 信息安全（第一学年在武昌校区）[M-02e9e8885710414b]；2.98 密码科学与技术（第一学年在武昌校[M-e0cfd7f4b147de0d]；3.39 億息安全（网络安全创新实验班；第学年在武昌校区[M-ef5a538359d05249],第一学年在武昌校区；第学年在武昌校区,66,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-12.75,G-f01cb206c23c09ac,STABLEGROUP-7e0342b0d4764dba
R4GROUP-e5d1b0cf377d9d8a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,湖北省,湖北省,,C102,武汉科技大学,C10206,06,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 85 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；566-481=+85；571-494=+77；历史最高等位分差=85。,515,91723,494,497,481,571,571-494=+77,,,566,566-481=+85,2,2023；2025,566-571,566-481=+85；571-494=+77,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.23 材料物理（新能源材料和计算物理方向：办学地点：黄家湖校区）[M-cf6b257bd60ba76a]；2.24 工程力学（数賀力学与智能爆破方向；办学地点：黄家湖校区）[M-0cb7dda30de33d5d]；3.25 统计学（大数据分析方向；办学地点：黄家湖校区）[M-bfd2b79ad97cb509]；4.26 值息与计算科学（办学地点：黄家湖校[M-48fc597044fc1f89]；5.27 安全工程（办学地点：黄家湖校区）[M-3092d711fec9f1f7]；6.28 环境工程（数智环境技术方向：办学地点：黄家湖校区）[M-4a71501981659856]；7.29 集成电路设计与集成系统（办学地点：黄家湖校区）[M-b01789600a3983f7],黄家湖校区,65,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-13.25,G-8d4c71cf955fbf2e,STABLEGROUP-a05314d6fabcd0d1
R4GROUP-70fb390ff4629583,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,湖北省,湖北省,,C103,湖北大学,C10317,17,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 96 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；577-481=+96；544-497=+47；561-494=+67；历史最高等位分差=96。,515,91723,494,497,481,561,561-494=+67,544,544-497=+47,577,577-481=+96,3,2023；2024；2025,544-577,577-481=+96；544-497=+47；561-494=+67,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.78 电子信息类（含电子科学与技术、微电子科学与工程、光电信息科学与工程、資高訊亭专业组及专业代号集成电路设计与集成系统专业；办学地点：长江新区校区）[M-9714131286341761]；2.79 电子信息类（含电子信息工程、通信工程专业；办学地点：长江新区校区）[M-a56378454f5a51f2]；3.80 人工智能（办学地点：长江新区校区）[M-fe2eb92316ae65ac]；4.81 智能感知工程（办学地点：长江新区校[M-de382d97ecba81b8],长江新区校区,66,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-14.0,G-b180c59605bba2ec,STABLEGROUP-faee3b222a1fb191
R4GROUP-a637e32559f1f75e,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,湖北省,湖北省,,C117,武汉纺织大学,C11705,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 60 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；539-481=+58；557-497=+60；554-494=+60；历史最高等位分差=60。,515,91723,494,497,481,554,554-494=+60,557,557-497=+60,539,539-481=+58,3,2023；2024；2025,539-557,539-481=+58；557-497=+60；554-494=+60,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.37 电气工程及其自动化（办学地点：阳光校区）[M-73b91a3d8b6a8995]；2.38 电子信息工程《嵌入式方向；办学地点：阳光校区）[M-aa9475d057565ed6],阳光校区,72,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-14.0,G-8c925cc0bbe0a6d8,STABLEGROUP-0d792e7cd9c3d69f
R4GROUP-4acaaeb85976ffa9,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,湖北省,湖北省,,C102,武汉科技大学,C10204,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 99 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；580-481=+99；593-497=+96；592-494=+98；历史最高等位分差=99。,515,91723,494,497,481,592,592-494=+98,593,593-497=+96,580,580-481=+99,3,2023；2024；2025,580-593,580-481=+99；593-497=+96；592-494=+98,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.14 计算机科学与技术（拔尖创新人才试验班；办学地点：黄家湖校区）[M-f17557756b448233]；2.15 自动化（拔尖创新人才试验班；办学地点：黄家湖校区）[M-337318373b15beff]；3.16 电子信息工程（拔尖创新人才试验班：办学地点：黄家湖校区）[M-b0d480ff8e8243ec],黄家湖校区,64,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-14.75,G-a07d2d25784ff671,STABLEGROUP-4898c0e4ec48006c
R4GROUP-bddf738a8f88b49c,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,湖北省,湖北省,,C125,武汉轻工大学,C12506,06,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 66 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；547-481=+66；517-497=+20；540-494=+46；历史最高等位分差=66。,515,91723,494,497,481,540,540-494=+46,517,517-497=+20,547,547-481=+66,3,2023；2024；2025,517-547,547-481=+66；517-497=+20；540-494=+46,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.37 电气工程及其自动化（智能电力创新实验班）[M-90c5dc779c56253a]；2.38 智能制造工程（AI 赋能创新实验班）[M-33a5bb12165f3bf2],,73,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-15.5,G-cd896a025041d35c,STABLEGROUP-ace2aad5c7a3df79
R4GROUP-a33ff5d37ecbeb77,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,湖北省,教育部,,A145,中国地质大学（武汉）,A14507,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 107 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；604-497=+107；历史最高等位分差=107。,515,91723,494,497,481,,,604,604-497=+107,,,1,2024,604,604-497=+107,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,true,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,16,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.35 应用化学[M-34a450f6fd044f88]；2.36 材料类（含材料科学与工程、材料化学专业）[M-1427e1b7b4424253]；3.37 地球物理学类（地球物理与空间信息类；含地球物理学、勘查技术与工程、空间科学与技术专业）[M-f073011772201416]；4.38 海洋科学（蕎英班）[M-707c7b257599f09b]；5.39 海洋工程与技术院校孝业组及妻业代号[M-8ad3913c3d5f002b]；6.40 测控技术与仪器[M-5cb78856d312babd]；7.41 自动化[M-2756e32fb6e86549]；8.42 人工智能[M-3f0e8d625c0ad03f]；9.43 管理科学与工程类（含信息管理与信息系统、工程管理专业）[M-1128badf3877a789]；10.4 盐理科学类（含地理科学、地理信息科学专业）[M-e8707d58c84f4401]；11.45 测绘类（测绘与信息类：含测绘工程、地理空间信息工程、遥感科学与技术专业）[M-9fef9949874f7585]；12.46 数学类（含数学与应用数学、信息与计算科学专业）[M-67050bf2a582db4b]；13.47 物理学[M-043a1aea113e997d]；14.48 宝石及材料工艺学（不招收色盲色弱）[M-f62089a31e430886]；15.49 智慧城市与空间规划[M-f8012614ca8d86dd]；16.50 电子信息类（未来技术学院：貪人工智能、机械设计制造及其自动化、机科学与技术、自动化、材料科学与工程专业）[M-71880dff5d1c2164],,40,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-15.75,G-1193b7cc904adc2e,STABLEGROUP-a688871c1870bff2
R4GROUP-a708d8b3f5b3a580,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,湖北省,湖北省,,C101,湖北警官学院,C10109,09,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 33 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；527-494=+33；历史最高等位分差=33。,515,91723,494,497,481,527,527-494=+33,,,,,1,2025,527,527-494=+33,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.41 信息安全（办学地点：南校区）[M-7ee2abe7a850afd4]；2.42 计算机科学与技术（办学地点：南校C102 武汉科技大学（公办）（湖北）[M-1b5b955c595644cc],南校区,64,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-17.25,G-fc20c3d985759876,STABLEGROUP-28377ea777adb5c1
R4GROUP-4cbd1281d77d85ae,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,湖北省,湖北省,,C103,湖北大学,C10325,25,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 57 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；551-494=+57；历史最高等位分差=57。,515,91723,494,497,481,551,551-494=+57,,,,,1,2025,551,551-494=+57,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.AD 人文地理与城乡规划（AI 与智慧城市创新实验班；办学地点：长江新区校[M-4ed557276df39df4]；2.AE 地理信息科学（时空智能与低空经济創新实验班；办学地点：长江新区校[M-d2b5957206152784]；3.AF 地理科学（师范类；办学地点：长江新区校区）[M-0f0315eebd88db30],长江新区校区,67,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-17.25,G-4a8bda23c4c92943,STABLEGROUP-dc2cca3d5c9a2ae8
R4GROUP-16a3464576f67ac9,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,湖北省,湖北省,,C117,武汉纺织大学,C11704,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 63 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；544-481=+63；549-497=+52；532-494=+38；历史最高等位分差=63。,515,91723,494,497,481,532,532-494=+38,549,549-497=+52,544,544-481=+63,3,2023；2024；2025,532-549,544-481=+63；549-497=+52；532-494=+38,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,16,0,1,1,0,0,0,6,0,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.21 服装设计与工程（办学地点：南湖校[M-6efff3244999665d]；2.22 广告学（智能广告传播方向；办学地点：南湖校区）[M-225b9aabaa441b99]；3.23 网络与新媒体（智能媒体方向：办学地点：南湖校区）[M-70750a9bc4408e60]；4.24 信息管理与信息系统（办学地点：阳光校区）[M-082c4f2dd169c9ea]；5.25 工商管理（办学地点：阳光校区）[M-de12cca56135a0a2]；6.26 物流管理（含低空物流方向；办学地点：阳光校区）[M-c6df5297c8e80224]；7.27 会计学（办学地点：阳光校区）[M-af1c721d4cee61c2]；8.28 会计学（ACCA 方向；要求高考英语单科成绩不低于 110分；另外单独收取课程培训费 10000元/年：办学地点：阳光校区）[M-6e284e26e1da047b]；9.29 大数据管理与应用（办学地点：阳光校[M-bbfd4f53157e8420]；10.30 财务管理（智能财务方向；办学地点：阳光校区）[M-63b6e62f26a38752]；11.31 财务管理（CMA 方向：另外单独收取课程培训费5000元/年；办学地点：阳光[M-a85f14906015710f]；12.32 税收学（含智慧税务创新实验班；办学地点：阳光校区）[M-5461d8956dd25a05]；13.33 金融学（CFA 方向；另外单独收取课程培训费10000元/年；办学地点：阳光[M-c60aded38b1c96af]；14.34 金融学（含数智金融创新实验班；办学地点：阳光校区）[M-2b395ef9681d5204]；15.35 国际经济与贸易（含数字经贸创新实验班；办学地点：阳光校区）[M-69fb432c79f172a2]；16.36 英语（外语语种：英语；办学地点：阳光校区）[M-7b29804fa871679f],南湖校区；阳光校区,72,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-17.75,G-0c1fb1435d111c44,STABLEGROUP-35e783e6dc9ef17f
R4GROUP-d25a58047fa9bab8,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,湖北省,湖北省,,C125,武汉轻工大学,C12505,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 44 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；541-497=+44；524-494=+30；历史最高等位分差=44。,515,91723,494,497,481,524,524-494=+30,541,541-497=+44,,,2,2024；2025,524-541,541-497=+44；524-494=+30,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,10,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.27 外国语烹文学类（含英语、翻译专业；外语语种：英语）[M-b41593af8be8f471]；2.28 工商管理类（含工商管理、会计学专[M-a76d3210bd4d5c72]；3.29 旅游管理[M-67bbcefa094ed4a0]；4.30 物流管理[M-58c52daff2670726]；5.31 行政管理[M-bdad0d957cfa488b]；6.32 大数据管理与应用[M-bb3103c58c18570c]；7.33 国际经济与贸易[M-dbd2e8de1ebf89ad]；8.34 金融学[M-b424b10c78085b15]；9.35 数字经济[M-9f6f87793e5d9405]；10.36 建筑学（学制：五年）[M-080530084988acac],,73,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-19.0,G-e66b9a2a5f724d9d,STABLEGROUP-71adbc37c7bc8fae
R4GROUP-95f3ba9ed0b7c82a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,武汉市,教育部所在地,武汉市,武汉,武汉,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,湖北省,湖北省,,C102,武汉科技大学,C10207,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 83 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；564-481=+83；567-494=+73；历史最高等位分差=83。,515,91723,494,497,481,567,567-494=+73,,,564,564-481=+83,2,2023；2025,564-567,564-481=+83；567-494=+73,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.30 智能建造（办学地点：黄家湖校区）[M-acceff429ee94cec]；2.31 机械类（含机械工程、机械电子工程、T賀能制造工程、测控技术与仪器、业工程专业：办学地点：黄家湖校区）[M-aa8d95b1c1c255e5]；3.32 光电信息科学与工程（办学地点：黄家湖校区）[M-b9a8fb9e7b7fd0be]；4.33 交通工程（智能网联交通方向；办学地点：黄象湖校区）[M-45d2b93fe45a4ea9]；5.34 建筑环境与能源应用工程（绿色能源技术与智能控制方向：办学地点：黄家湖校区）[M-f1d10fcc38155c27]；6.35 给排水科学与工程（智慧水系統与低碳技术方向：办学地点：黄家湖校区）[M-e31dd321b6bb68ed]；7.36 智能车辆工程（办学地点：黄家湖校[M-06fba473d4040b6c]；8.37 低空技术与工程（办学地点：黃家湖校[M-3a1efa610e1cc474],黄家湖校区；黄象湖校区,65,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-19.75,G-dde5aa7c435ae826,STABLEGROUP-63831bf838dd8042
