个性化候选ID,候选主线,本轮分层,家庭讨论动作,是否进入本轮家庭讨论,是否可作为定稿依据,专业角色判断,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,第19期页码,版面列,专业行ID,专业组出现ID,下一步核验动作
PFITGROUP-6f07e06b9dda6357,7万内中外合作/高收费专项,D-专项暂缓,暂缓进入专项讨论,false,false,偏好或可研究专业,H893,桂林理工大学,H89304,1,23,软件工程（中外合作办学）（办学地点生林雁山校区）,计算机类相关,默认不能接受-高收费或超预算,中外合作或高收费,,,57000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,40,9,196,left,M-e65829e30962a572,G-208ba86b1a09d149,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f07e06b9dda6357,7万内中外合作/高收费专项,D-专项暂缓,暂缓进入专项讨论,false,false,偏好或可研究专业,H893,桂林理工大学,H89304,2,24,网络工程（中外合作办学）（办学地点：桂林雁山校区）H894广西医科大学（公办）（广西）,计算机类相关,默认不能接受-高收费或超预算,中外合作或高收费,,,57000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,40,9,196,left,M-af076575d5aee2f6,G-208ba86b1a09d149,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b91a5dc00cb04c25,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,费用或培养模式需核专业,A032,北京语言大学,A03208,1,29,信息管理与信息系统（中外合作办学）（办学地点：海南国际学院）,,默认不能接受-高收费或超预算,中外合作或高收费,不限,4,10万,1,学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H5-历史最高线高于等位分30分以上,84,22,17,right,M-0f7a9fa8c9a117eb,G-553de3a14627ccf4,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-e6539699f8687d21,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,组内风险-医学相关待确认,A032,北京语言大学,A03209,1,30,听力与言语康复学（中外合作办学）（办学地点：海南国际学院）A033 中国传媒大学（公办）（北京）,,默认不能接受-医学护理等排除方向,中外合作或高收费；医学/护理等排除方向,化学,6,82500,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,88,88,17,right,M-f1100797078e9203,G-1125cf1d1e87651c,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-757adc25556b7efa,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,费用或培养模式需核专业,A145,中国地质大学（武汉）,A14509,1,52,机械设计制造及其自动化（中外合作办学）（德国安哈尔特应用技术大学）14510中国地质大学（武汉）第10组,,默认不能接受-高收费或超预算,中外合作或高收费,化学,15,72000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,112,104,41,left,M-9c455737ff29c870,G-340555f92113ad53,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-757adc25556b7efa,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,偏好或可研究专业,A145,中国地质大学（武汉）,A14509,2,53,计算机科学与技术（中外合作办学）（智能方向：澳大利亚科廷大学）,计算机类相关,默认不能接受-高收费或超预算,中外合作或高收费,「化学,22,,1,学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,112,104,41,left,M-90b4155a5843271c,G-340555f92113ad53,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3368b799ec01775a,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,偏好或可研究专业,H310,南昌大学,H31011,1,68,计算机科学与技术（中外合作办学（中法双学位合作办学；不招单色不能识别的考生，培养模式为“4+0”毕业时符合条件者可获南昌大学毕业证书、学士学位证书及合作方（法国雷昂那多达芬奇高等工程师学院）院校学士学位证书：学费暂定80000元/学年，具体...,计算机类相关,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,【化学,2,,1,学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,152,right,M-98339d528e84465a,G-09c3c3c51b4fc717,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3368b799ec01775a,7万内中外合作/高收费专项,E-排除或仅留风险记录,不进入家庭讨论,false,false,偏好或可研究专业,H310,南昌大学,H31011,2,69,"软件工程（中外合作办学）（中法双学位合作办学：培养模式为”4+0""，毕业时符合条件者可获南昌大学毕业证书、学士学位证书及合作方（法国雷昂那多达芬奇高等工程师学院）院校学士学位证书：学费暂定 80000元/学院校专业组及专业代号年，具体以上级...",计算机类相关,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,,1,,2,再选科目；学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,152,right,M-60751bf64d06d79d,G-09c3c3c51b4fc717,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,调剂接受度待判断专业,C126,湖北文理学院,C12610,1,38,签堂器（含数学与应用数学、数据计算及应用专业；办学地点：隆中校区）,,待了解-未命中当前偏好方向,,化学 1275,259,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-2616fc56cde326b4,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,2,39,机械类（含机械设计制造及其自动化留能制造工程专业；办学地点：隆中衣区）,,待了解-未命中当前偏好方向,,,327,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-367da5ba7b5e9889,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,3,40,车辆工程（新能源汽车；办学地点：隆中校区）,,待了解-未命中当前偏好方向,,,91,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-bc18b9edc3e83b93,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,4,41,智能车辆工程（办学地点：隆中校区）,,待了解-未命中当前偏好方向,,,80,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-9f85e89e0253aa5f,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,5,42,电子信息类（含电子信息工程、通信工程专业；办学地点：隆中校区）,,待了解-未命中当前偏好方向,,,266,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-eb5df77c302d324f,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C126,湖北文理学院,C12610,6,43,软件工程（办学地点：隆中校区）,计算机类相关,优先了解-命中当前偏好方向,,,96,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-aed4ea4898eb8d2f,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C126,湖北文理学院,C12610,7,44,物联网工程（办学地点：隆中校区）,计算机类相关,优先了解-命中当前偏好方向,,,86,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-03a5c2fc11e2845d,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,8,45,交通设备与控制工程（办学地点：隆中校区）,,待了解-未命中当前偏好方向,,,41,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-7a3ac15da4148022,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-ba716fd8ab447828,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C126,湖北文理学院,C12610,9,46,智慧交通（办学地点：隆中校区）,,待了解-未命中当前偏好方向,,,29,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,13,4,74,right,M-1b3d90448cceb778,G-cad29fb7a08fd6ae,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3777ec16b0f1a81f,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,调剂接受度待判断专业,C127,湖北工程学院,C12706,1,27,数学与应用数学,,待了解-未命中当前偏好方向,,化学,100,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-21,74,right,M-672c5d285a777ea4,G-25242282690fb171,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3777ec16b0f1a81f,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C127,湖北工程学院,C12706,2,28,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,76,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-21,74,right,M-efaf780f0468128b,G-25242282690fb171,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3777ec16b0f1a81f,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C127,湖北工程学院,C12706,3,29,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,50,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-21,74,right,M-c4212113be49105a,G-25242282690fb171,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3777ec16b0f1a81f,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C127,湖北工程学院,C12706,4,30,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,90,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-21,74,right,M-c6c94fd2e6d5447a,G-25242282690fb171,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3777ec16b0f1a81f,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C127,湖北工程学院,C12706,5,31,网络空间安全,,待了解-未命中当前偏好方向,,,50,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-21,74,right,M-ae1dacd1e9960113,G-25242282690fb171,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,1,16,电子信息工程,,待了解-未命中当前偏好方向,,,68,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-17e88617ba0b945e,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C129,湖北民族大学,C12903,2,17,信息安全,计算机类相关,优先了解-命中当前偏好方向,,,30,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-b710ed35bc5509ba,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,3,18,智能制造工程,,待了解-未命中当前偏好方向,,,92,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-d02b951098ffa84b,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,4,19,数学与应用数学,,待了解-未命中当前偏好方向,,,98,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-4b0040c9e765bb7e,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,5,20,统计学,,待了解-未命中当前偏好方向,,,45,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-f1045946d7c121f0,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,6,21,电气工程及其自动化,,待了解-未命中当前偏好方向,,,90,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-bd390734b328c076,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C129,湖北民族大学,C12903,7,22,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,41,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-4fbdf8c8639f107b,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C129,湖北民族大学,C12903,8,23,物理学,,待了解-未命中当前偏好方向,,,58,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-d18018b776fcfae6,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-3eee1ba74bcb00a4,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,调剂接受度待判断专业,C129,湖北民族大学,C12903,9,24,光电信息科学与工程,,待了解-未命中当前偏好方向,,不限,67,4000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,75,right,M-a0d8aa651acec549,G-941db55ee939c751,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,1,59,人工智能（智能驾驶）GKAZA院校代号,计算机类相关,优先了解-命中当前偏好方向,,,46,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,left,M-e022e8fa5c915330,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,2,60,电子信息科学与技术（汽车芯片）,,待了解-未命中当前偏好方向,,,43,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-66a6c96752e440bc,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,3,61,智能测控工程（汽车智能测控）,,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-4b9d9db71e637b5b,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,4,62,电子信息工程（汽车电子工程）63（智能电网信息工程（汽车产业）,,待了解-未命中当前偏好方向,,,66,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-1cef07ff4b22c9a0,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,5,64,电气工程及其自动化（汽车产业）,,待了解-未命中当前偏好方向,,,79,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-b9692f3336f632cc,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,6,65,自动化（汽车产业）,,待了解-未命中当前偏好方向,,,82,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-739c3748f1af43d6,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,7,66,机器人工程（汽车产业）,,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-9d5f0b3502551420,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,8,67,计算机科学与技术（智能软件）,计算机类相关,优先了解-命中当前偏好方向,,,49,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-6c80adf580311506,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,9,68,计算机科学与技术（大数据技术）,计算机类相关,优先了解-命中当前偏好方向,,,244,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-5bddebcd50feb72b,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,10,69,信息安全（智能汽车安全）,计算机类相关,优先了解-命中当前偏好方向,,,65,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-0d56d3aa94ba06f9,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,11,70,智能科学与技术（智能网联）,计算机类相关,优先了解-命中当前偏好方向,,,66,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-e82b18054b0ea501,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,12,71,智能科学与技术（智能汽车）,计算机类相关,优先了解-命中当前偏好方向,,,54,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-58dc6a81dd16c9d8,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C131,湖北汽车工业学院,C13107,13,72,智能无人系统技术（低空技术）,,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-655ec1115a7811d2,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,14,73,数学与应用数学（智能科学）,计算机类相关,优先了解-命中当前偏好方向,,,54,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-4a0ece0eee9ba76c,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
