第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-dac6b6d0b94e1fec,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,河池市,教育部所在地,河池市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,广西壮族自治区,广西壮族自治区,,H901,河池学院,H90103,03,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 3 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；484-481=+3；490-497=-7；489-494=-5；历史最高等位分差=3。,515,91723,494,497,481,489,489-494=-5,490,490-497=-7,484,484-481=+3,3,2023；2024；2025,484-490,484-481=+3；490-497=-7；489-494=-5,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.03 机械设计制造及其自动化（办学地点：龙江校区）[M-900cbe7005af9239]；2.04 电子信息工程（办学地点：龙江校区）[M-13693aa743a7d7c8],龙江校区,197,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,33.25,G-aa50f289c3a07ae4,STABLEGROUP-fa999b454113deed
R4GROUP-e17d7969546e7dfc,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,泉州市,教育部所在地,泉州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,福建省,福建省,,H227,泉州师范学院,H22705,05,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 17 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；479-481=-2；514-497=+17；504-494=+10；历史最高等位分差=17。,515,91723,494,497,481,504,504-494=+10,514,514-497=+17,479,479-481=-2,3,2023；2024；2025,479-514,479-481=-2；514-497=+17；504-494=+10,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.24 生物科学（师范类；办学地点：泉州主校区）[M-91516aa87c54e103],泉州主校区,148,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,35.75,G-32c7706a1ccc2b67,STABLEGROUP-743c43a4c56c4ed9
R4GROUP-413bd4abdbeb9627,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,泉州市,教育部所在地,泉州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,福建省,福建省,,H227,泉州师范学院,H22704,04,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 30 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；511-481=+30；491-497=-6；191-494=-303；历史最高等位分差=30。,515,91723,494,497,481,191,191-494=-303,491,491-497=-6,511,511-481=+30,3,2023；2024；2025,191-511,511-481=+30；491-497=-6；191-494=-303,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,12,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.12 物理学（师范类；办学地点：泉州主校[M-46287c41db622b0d]；2.13 智能车辆工程（办学地点：泉州主校[M-1c9bd80b081f6f90]；3.14 通信工程（办学地点：泉州主校区）[M-ba6dac5d491bb134]；4.15 光电信息科学与工程（办学地点：泉州主校区）[M-46b9be1866be87e5]；5.16 电子信息科学与技术（办学地点：泉州主校区）[M-e4362ac36ec29810]；6.17 人工智能（办学地点：泉州主校区）[M-2394966fcefdaf12]；7.18 智能测控工程（办学地点：泉州主校[M-362784f533aa638f]；8.19 智能视觉工程（办学地点：泉州主校[M-208bd139dfdcf859]；9.20 化学工程与工艺（办学地点：泉州主校[M-5aa26eefcc571c1a]；10.21 纺织工程（办学地点：泉州主校区）[M-9ce4c74bdb62a396]；11.22 海洋资源开发技术（办学地点：泉州主校区）[M-fac3c610856e7d95]；12.23 食品科学与工程（办学地点：泉州主校[M-507d5e2db8eef62d],泉州主校区,148,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,33.5,G-5ca596d57a20c522,STABLEGROUP-4095d1b78ec9d700
R4GROUP-c7682cfae43f316b,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,泰安市,教育部所在地,泰安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山东省,山东省,,H436,泰山学院,H43602,02,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -1 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；480-481=-1；485-497=-12；476-494=-18；历史最高等位分差=-1。,515,91723,494,497,481,476,476-494=-18,485,485-497=-12,480,480-481=-1,3,2023；2024；2025,476-485,480-481=-1；485-497=-12；476-494=-18,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.02 电子信息科学与技术[M-f14041299d38c539]；2.03 通信工程[M-2849386c37b6952b],,168,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,42.0,G-9691fdb311157fbb,STABLEGROUP-602f98ef9bf0bb7c
R4GROUP-a974cd3432b699e9,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,泰安市,教育部所在地,泰安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山东省,山东省,,H436,泰山学院,H43606,06,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -5 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；489-494=-5；历史最高等位分差=-5。,515,91723,494,497,481,489,489-494=-5,,,,,1,2025,489,489-494=-5,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.08 生物科学（师范类）[M-a13154785a8cbe4b]；2.09 生物技术H437 济宁学院（公办）（山东）H4370］ 济宁学院第 01组[M-3f9d786ed8410f0f]；3.01 应用统计学H438 菏泽学院（公办）（山东）[M-61086df9d249bb14],,168,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,38.0,G-17f35d9ba937d28b,STABLEGROUP-8429b406e739a2a6
R4GROUP-e3075e714c29a3d8,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,泰安市,教育部所在地,泰安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山东省,山东省,,H436,泰山学院,H43603,03,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 4 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；494-497=-3；475-494=-19；历史最高等位分差=4。,515,91723,494,497,481,475,475-494=-19,494,494-497=-3,485,485-481=+4,3,2023；2024；2025,475-494,485-481=+4；494-497=-3；475-494=-19,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.04 机械设计制造及其自动化[M-c3f64ec9d8de64a6]；2.05 智能制造工程[M-8db50e9c0687e13f],,168,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,53.0,G-bb425cdd87e5e103,STABLEGROUP-e6d8a79b92d06ed1
R4GROUP-cbee6a4fb34efd51,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,洛阳市,教育部所在地,洛阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,河南省,河南省,,H569,洛阳理工学院,H56902,02,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 27 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；508-481=+27；501-497=+4；500-494=+6；历史最高等位分差=27。,515,91723,494,497,481,500,500-494=+6,501,501-497=+4,508,508-481=+27,3,2023；2024；2025,500-508,508-481=+27；501-497=+4；500-494=+6,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,13,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.07 无机非金属材料工程（办学地点：王城校区）[M-21ec746f755ac82d]；2.08 材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号[M-2cc22bcf0e2a741d]；3.09 高分子材料与工程（办学地点：王城校[M-bf580e3540429ec6]；4.10 机械设计制造及其自动化（办学地点：王城校区）[M-043a52695427ce4d]；5.11 材料成型及控制工程（办学地点：王城校区）[M-bc03df3c3c03dc89]；6.12 车辆工程（办学地点：王城校区）[M-92839f23836f58f8]；7.13 电气工程及其自动化（办学地点：开元校区）[M-71db63f050a46703]；8.14 计算机科学与技术（办学地点：开元校[M-5366510d96413cf9]；9.15 软件工程（办学地点：开元校区）[M-62f1cf06647848ef]；10.16 数据科学与大数据技术（办学地点：开元校区）[M-190424112cf7a592]；11.17 智能建造（办学地点：王城校区）[M-35fdbcb5d4775d6d]；12.18 新能源科学与工程（办学地点：王城校[M-8524f840be92ba36]；13.19 应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）[M-4e527141f805d494],王城校区；开元校区,176,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,44.25,G-216ddfce2ef34983,STABLEGROUP-f162bd8b5de3578c
R4GROUP-9ed70f5d5be11843,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,济南市,教育部所在地,济南市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山东省,山东省,,H440,山东体育学院,H44001,01,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 0 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；497-497=+0；477-494=-17；历史最高等位分差=0。,515,91723,494,497,481,477,477-494=-17,497,497-497=+0,,,2,2024；2025,477-497,497-497=+0；477-494=-17,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.01 特殊教育（师范类；办学地点：济南校H442 枣庄学院（公办）（山东）[M-83ff41a1b4cc9064],,168,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,38.0,G-f1d2faa02b791ec3,STABLEGROUP-00df6e1ab9341b3a
R4GROUP-280d246e8e7e5ac3,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,济南市,教育部所在地,济南市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山东省,山东省,,H455,山东管理学院,H45501,01,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 4 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；498-494=+4；历史最高等位分差=4。,515,91723,494,497,481,498,498-494=+4,,,,,1,2025,498,498-494=+4,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,6,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.01 虚拟现实技术[M-e48724ae1e458823]；2.02 数据科学与大数据技术[M-8e563aeea0abe059]；3.03 电子信息工程[M-443b36a75e3efc35]；4.04 人工智能[M-c4cd381ce46030b0]；5.05 工业智能[M-032560c423e67473]；6.06 机器人工程H486 齐鲁医药学院（民办）（山东）[M-031ac1146653f467],,170,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,63.0,G-dcfface6881291cb,STABLEGROUP-f1037f9fb7ab6340
R4GROUP-ee80d94a81ac6a12,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,济南市,教育部所在地,济南市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,山东省,山东省,,H449,山东交通学院,H44903,03,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 16 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；488-481=+7；512-497=+15；510-494=+16；历史最高等位分差=16。,515,91723,494,497,481,510,510-494=+16,512,512-497=+15,488,488-481=+7,3,2023；2024；2025,488-512,488-481=+7；512-497=+15；510-494=+16,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,16,0,2,2,0,2,0,0,0,0,0,0,0,0,0,3,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.05 车辆工程（办学地点：长清校区）06［能源与动力工程（办学地点：长清校[M-f8e6103798e7b78c]；2.07 材料科学与工程（办学地点：长清校[M-a86e179b070784b7]；3.08 港口航道与海岸工程（办学地点：长清校区）[M-7e281c03736fc349]；4.09 士木工程（办学地点：长清校区）[M-4ee7c133cb155f5d]；5.10 智能建造与智慧交通（办学地点：长濟校区）[M-e7a6636d86403fa3]；6.11 机械设计制造及其自动化（办学地点：长清校区）[M-d9bfd9a394637d0d]；7.12 智慧交（无色盲、无色弱：办学地点：长清校区）[M-4ae82799c6833027]；8.13 电气工程及其自动化（办学地点：长清校区）[M-ac37c23022a9710b]；9.14 计算机科学与技术（办学地点：长清校[M-727a0fca5b76d16a]；10.15 人工智能（办学地点：长清校区）GZA。[M-505f64990f87eb00]；11.K A院校[M-8c4cf31234b579cf]；12.16 飞行器制造工程（无色育、无色弱，因专业培养要求，非英语语种考生慎重报考；办学地点：长清校区）[M-22747103e0bacd59]；13.17 執道交通信号与控制（无色盲、无色弱：办学地点：长清校区）[M-8045b4fe8449a26c]；14.18 数据计算及应用（办学地点：长清校[M-ad85cac5dce3588b]；15.19 船舶与海洋工程（威海校区）[M-409eeb2335adea61]；16.20 海洋机器人（威海校区）[M-890a7bf73a83256e],长清校区；长濟校区；威海校区,169,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,42.0,G-94a2fc1a936145ee,STABLEGROUP-2c5b7d04ca2bd102
R4GROUP-43251e7bdb31e3d9,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,海口市,教育部所在地,海口市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,海南省,海南省,,K005,琼台师范学院,K00505,05,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 0 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；497-497=+0；492-494=-2；历史最高等位分差=0。,515,91723,494,497,481,492,492-494=-2,497,497-497=+0,,,2,2024；2025,492-497,497-497=+0；492-494=-2,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,8,0,3,3,1,0,1,0,0,0,0,0,0,0,0,6,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.06 软件工程（办学地点：桂林洋校区）[M-68b6096c537fec1d]；2.07 数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限[M-765e62d010fed49a]；3.01 经济工程（英语教学为主，非英语语种考生慎重报考）[M-43ef232afb4786f8]；4.02 物流工程（英语教学为主，非英语语种考生慎重报考）K00602 海南比勒费尔德应用科学大学第 02化学[M-304952e0a49afbdd]；5.03 计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）[M-86b686687a3d92db]；6.04 电子信息科学与技术（单色识别不清煮不予录取：英语教学为主，非英语语种考生慎重报名）[M-74c1aa721dde978e]；7.05 软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学[M-1183b632693d5a5e]；8.06 电气工程与智能控制（英语教学为主，非英语语种考生慎重报名）K035 海口经济学院（民办）（海南）[M-1d948bdb8e0f5e65],桂林洋校区,202,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,73.0,G-d2c32a2887ae3b29,STABLEGROUP-0071a98422c900a0
R4GROUP-cf12a7dd2ad7f62d,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,海口市,教育部所在地,海口市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,海南省,海南省,,K004,海南医科大学,K00405,05,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 20 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；490-481=+9；514-494=+20；历史最高等位分差=20。,515,91723,494,497,481,514,514-494=+20,,,490,490-481=+9,2,2023；2025,490-514,490-481=+9；514-494=+20,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.14 生物技术（不招色盲、色弱）[M-b9b1400d07fdada9]；2.15 生物信息学（不招色盲、色弱）[M-408b402955565f30]；3.16 医学信息工程[M-14fb3f19834825ed],,202,left,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,19.0,G-8ec518f7047d26b3,STABLEGROUP-4f3c3c70a5dcbe60
R4GROUP-a04e8d015b91a744,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,淮北市,教育部所在地,淮北市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,安徽省,安徽省,,H128,淮北师范大学,H12803,03,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 30 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；527-497=+30；514-494=+20；历史最高等位分差=30。,515,91723,494,497,481,514,514-494=+20,527,527-497=+30,,,2,2024；2025,514-527,527-497=+30；514-494=+20,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.08 教育技术学（师范类；办学地点：滨湖校区）[M-650e99f51a9c1035]；2.09 物流管理（办学地点：滨湖校区）[M-defa435db98cc9a1]；3.10 金融科技（办学地点：滨湖校区）电子商务（办学地点：滨湖校区）[M-824bfa205e8eb908],滨湖校区,145,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,36.5,G-002393c98e74f53b,STABLEGROUP-b7014ab884f5fe3e
