第四轮候选ID,讨论集合,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R4GROUP-ff9c19cf1736cc9e,主线可能够得着全集,通辽市,稳妥观察,F390,内蒙古民族大学,F39006,1,06,数学与应用数学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,化学,3,4600,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-18,112,left,M-d2ea777bab423b9f,G-f85de90dd826524a
R4GROUP-76f4e812aff3f00f,主线可能够得着全集,四平市,稳冲观察,F589,吉林师范大学,F58904,1,05,物理学（师范类：办学地点：四平校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,化学,2,5500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,4,4,121,left,M-3d80fd42e54c3fec,G-8341df5cf28553d7
R4GROUP-5179efdf0031ccff,主线可能够得着全集,抚州市,稳冲观察,H375,赣东学院,H37502,2,04,大数据管理与应用,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,化学,9,3880,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,4,-7,161,right,M-9508373f76efd761,G-f1ea4a3a2bc0d286
R4GROUP-50a8956cdf247800,主线可能够得着全集,淮南市,稳冲观察,H135,淮南师范学院,H13502,1,06,英语（师范类：外语语种：英语；办学地点：泉山校区）,师范类相关,师范类相关,可了解-师范,暂缓判断-特殊限制待核,语种或单科限制,不限,3,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-1d97958004dc7fbb,G-94a0d9f67cd17d37
R4GROUP-50a8956cdf247800,主线可能够得着全集,淮南市,稳冲观察,H135,淮南师范学院,H13502,5,10,会计学（办学地点：泉山校区）皿13503 淮南师范学院第 03组,师范类相关,工商旅游管理；师范类相关,可了解-师范,优先了解-命中当前偏好方向,,化学,43,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-8a5d62a2b8e9e4e8,G-94a0d9f67cd17d37
R4GROUP-fdf608fb0dbdcd18,主线可能够得着全集,邵阳市,稳冲观察,H671,邵阳学院,H67102,1,03,大数据管理与应用（办学地点：七里坪,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,不限,5,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-2,181,right,M-0faf334aff2fd7be,G-c714047bc3296171
R4GROUP-0b6dfdf3dc5e0d1b,主线可能够得着全集,上饶市,稳冲观察,H320,上饶师范学院,H32003,1,06,数据科学与大数据技术（不能准确在显示器上识别红、黄、兰、绿、紫各颜色中任何一种颜色的数码、字母者（不予录取）A◎A◎ZG院校专业组及专业代号,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,体检或色觉限制,［化学,2,4790,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,7,-17,157,right,M-714c0a095e82677b,G-18c7c3f4af6abe8d
R4GROUP-62b227bb7d1577fb,主线可能够得着全集,绵阳市,冲刺观察,K163,绵阳师范学院,K16302,1,03,数学与应用数学（师范类；办学地点：高新校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,［化学,2,5980,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,20,-3,212,left,M-b936bd1f48a1ef5a,G-1163a873d3e8bc61
R4GROUP-92e6c1143bc3ddc3,主线可能够得着全集,唐山市,冲刺观察,F180,华北理工大学,F18014,1,20,计算机科学与技术（不招收单色识别,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,体检或色觉限制,化学,3,5300,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,21,21,99,right,M-59bafc6a61116196,G-6ba871d37599256a
R4GROUP-61fe17a0bd88e962,主线可能够得着全集,肇庆市,冲刺观察,H780,肇庆学院,H78002,1,02,数学与应用数学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,化学,2,5710,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,21,188,left,M-3ac6cb3640ae145a,G-eb5274b10dfb0f61
R4GROUP-46bde28b5f345eea,主线可能够得着全集,湘潭市,冲刺观察,H679,湖南工程学院,H67903,18,26,人工智能（未来智能技术卓越班）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,化学,2,5900,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,11,183,left,M-58c17bb4c72c03f2,G-7e69be86d42b432f
R4GROUP-8168dab94d3b4b75,主线可能够得着全集,大理白族自治州,冲刺观察,K350,大理大学,K35009,1,16,学前教育（师范类：色盲、色弱考生不予录取）,师范类相关,师范类相关,可了解-师范,暂缓判断-特殊限制待核,体检或色觉限制,不限,2,4200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,219,left,M-8fe61160813a8124,G-e886d53e2b2355b0
R4GROUP-a04e8d015b91a744,主线可能够得着全集,淮北市,冲刺观察,H128,淮北师范大学,H12803,1,08,教育技术学（师范类；办学地点：滨湖校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,不限,1,5200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,30,20,145,right,M-650e99f51a9c1035,G-002393c98e74f53b
R4GROUP-75325ecc04fc7904,主线可能够得着全集,西宁市,冲刺观察,K651,青海师范大学,K65102,1,02,数学与应用数学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,［化学,3,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,30,15,231,right,M-1ff7bb2f37d70a56,G-4734ae6070618c7d
R4GROUP-0a01fb2cdd9b62cf,主线可能够得着全集,黔东南苗族侗族自治州,保底观察,K267,凯里学院,K26701,4,04,自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,要求,5,4200,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,216,left,M-6731b9b0cf314eb7,G-b0972365b88339c0
R4GROUP-0a01fb2cdd9b62cf,主线可能够得着全集,黔东南苗族侗族自治州,保底观察,K267,凯里学院,K26701,5,05,未来机器人K269 贵州財经大学（公办）（贵州）,,,字段缺口待核,待了解-未命中当前偏好方向,,,5,4200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,216,left,M-e7b93de49dd36ee7,G-b0972365b88339c0
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,7,08,无人驾驶航空器系统工程（无色真、色弱：办学地点：世纪大道新城校区）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,right,M-5f5a39a321de846d,G-90ae18934e058922
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,8,09,飞行器运维工程（双眼矫正视力不低王4.8：无色真、色弱；办学地点：世纪大道新城校区）K779 新疆理工学院（公办）（新疆）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,right,M-c7ef54bae3bd275e,G-90ae18934e058922
R4GROUP-3232e9b2030dcb84,主线可能够得着全集,牡丹江市,保底观察,F695,牡丹江师范学院,F69502,3,08,工商管理,,工商旅游管理,可了解-管理/旅游,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-20,-20,126,right,M-689169d65a810dc3,G-53840bffed785bc1
R4GROUP-e72d23b91e8ff83d,主线可能够得着全集,楚雄彝族自治州,稳妥观察,K362,楚雄师范学院,K36203,3,07,葡萄与葡萄酒工程（身体条件要求详见学校招生章程）,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-19,-19,220,right,M-270b815604ba8a79,G-3adf7959372a709c
R4GROUP-e72d23b91e8ff83d,主线可能够得着全集,楚雄彝族自治州,稳妥观察,K362,楚雄师范学院,K36203,5,09,农学（作物遗传育种方向：色觉异常及不能准确识别颜色者不予录取）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,体检或色觉限制,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-19,-19,220,right,M-fb59cd3435e5f600,G-3adf7959372a709c
R4GROUP-1d3952c6cede0af9,主线可能够得着全集,安阳市,稳妥观察,H573,安阳工学院,H57301,1,01,电气工程及其自动化（办学地点：学校本部）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,「化学,,3,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,176,right,M-e2289aa9259efcf0,G-5d87191070c6c1c5
R4GROUP-1d3952c6cede0af9,主线可能够得着全集,安阳市,稳妥观察,H573,安阳工学院,H57301,3,03,化学工程与工艺（体检受限专业，详看学校招生章程第十六条；办学地点：学校本部）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,176,right,M-93837ccd9942b940,G-5d87191070c6c1c5
R4GROUP-1d3952c6cede0af9,主线可能够得着全集,安阳市,稳妥观察,H573,安阳工学院,H57301,4,04,建筑学（办学地点：学校本部；学制：五,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,176,right,M-821c201520888df1,G-5d87191070c6c1c5
R4GROUP-9dfd6e5b35efd5c9,主线可能够得着全集,新乡市,稳妥观察,H570,新乡学院,H57002,4,05,生物医学工程（3D 打印医疗器件方,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-16,-16,176,right,M-329de48e4d838c10,G-5cc3c5c77a8983e4
R4GROUP-b127dbb287f3d816,主线可能够得着全集,龙岩市,稳妥观察,H231,龙岩学院,H23102,6,GA,◎A完校专业組代号【色弱）不能录取）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,,3,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-15,149,right,M-f1f3bcbe37afb0c1,G-a27c1c9e6b8226fa
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,5,17,食品营养与检验教育,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-307fb90dd3c7f953,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,6,18,食品安全与检测,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-565f36f9437e59b4,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,10,22,应用物理学,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-c90717c10324dbb2,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,15,27,测控技术与仪器,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-91db0bb4e627a35a,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,32,44,化工安全工程K781 新疆第二医学院（公办）（新疆）,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,38,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-90fd3d7521baa33e,G-11987cdfba1d7cb7
R4GROUP-4ad3dd414f848255,主线可能够得着全集,张家口市,稳妥观察,F182,河北建筑工程学院,F18203,4,09,车辆工程F183河北水利电力学院（公办）（河北）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-13,-13,101,left,M-4fa67b048cae8311,G-b2a28912ed3d4bd5
R4GROUP-2dc4b8dce14269ea,主线可能够得着全集,林芝市,稳妥观察,K437,西藏农牧大学,K43702,4,07,环境工程K438 西藏大学（公办）（西藏）,,环境工程科学,可了解-环境,待了解-未命中当前偏好方向,,,2,,2,再选科目；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-13,-13,222,left,M-fd7f152d2f1791c5,G-8e69b6c134bd290e
R4GROUP-668459078a43beee,主线可能够得着全集,长春市,稳妥观察,F597,长春工程学院,F59705,1,23,本科顶科班（边防军人子女预科班；办学地点：湖东校区；学制：一年）F598 吉林农业科技学院（公办）（吉林）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-17,122,right,M-ae4f0feff618afc0,G-a8e7ff6f4bac6597
R4GROUP-31701651a32817f0,主线可能够得着全集,西宁市,稳妥观察,K653,青海理工学院,K65301,3,03,土木、水利与交通工程K692 宁夏大学（公办）（宁夏）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-11,231,right,M-ffe0c33c36f1b378,G-11b17a7a65ce9461
R4GROUP-e44ee567d764972e,主线可能够得着全集,图木舒克市,稳妥观察,K783,新疆政法学院,K78304,6,19,数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-f602cd43b2b8e0f6,G-d6fbe6fc85f12021
R4GROUP-63e7de6cd453c519,主线可能够得着全集,临汾市,稳妥观察,F348,山西电子科技学院,F34801,5,05,电子封装技术F350 山西科技学院（公办）（山西）,,,字段缺口待核,待了解-未命中当前偏好方向,,,16,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-aff67a155554bee3,G-cfaf086a447f3635
R4GROUP-5d70f7267d91d08a,主线可能够得着全集,兰州市,稳妥观察,K576,兰州城市学院,K57602,4,08,酒店管理K577 陇东学院（公办）（甘肃）,,,字段缺口待核,待了解-未命中当前偏好方向,,,34,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-9,-9,229,right,M-bae95188fffab59f,G-dfb0313fd05f09bd
R4GROUP-7bfdfb47f13fc8af,主线可能够得着全集,长春市,稳妥观察,F591,长春师范大学,F59103,1,08,机械设计制造及其自动化（办学地点：,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-8,121,right,M-86262c9b0752d4a3,G-1a9760fa8b21a464
R4GROUP-ab17d81b73fe3d2e,主线可能够得着全集,甘南藏族自治州,稳妥观察,K582,甘肃民族师范学院,K58202,3,04,电气工程及其自动化K583 兰州文理学院（公办）（甘肃）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,5600,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-7,-18,230,left,M-0430d565277feb15,G-596c8cbd6164ea8f
R4GROUP-fd2ca84e13174320,主线可能够得着全集,白城市,稳妥观察,F592,白城师范学院,F59203,3,06,智能建造与智慧交通（办学地点：经开校区）F593 吉林财经大学（公办）（吉林）,,,字段缺口待核,待了解-未命中当前偏好方向,,,3,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-5,-9,121,right,M-616a4952f7b8bc75,G-149d377780dda776
R4GROUP-a974cd3432b699e9,主线可能够得着全集,泰安市,稳妥观察,H436,泰山学院,H43606,2,09,生物技术H437 济宁学院（公办）（山东）H4370］ 济宁学院第 01组,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-5,-5,168,left,M-3f9d786ed8410f0f,G-17f35d9ba937d28b
R4GROUP-a974cd3432b699e9,主线可能够得着全集,泰安市,稳妥观察,H436,泰山学院,H43606,3,01,应用统计学H438 菏泽学院（公办）（山东）,,,字段缺口待核,待了解-未命中当前偏好方向,,［化学,,5500,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-5,-5,168,left,M-61086df9d249bb14,G-17f35d9ba937d28b
R4GROUP-d27ce731589b8407,主线可能够得着全集,阳泉市,稳妥观察,F313,山西工程技术学院,F31303,15,20,电气工程与智能控制F314山西能源学院（公办）（山西）,,,字段缺口待核,待了解-未命中当前偏好方向,,,30,4800,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-440d0d1899bba201,G-f00ad59bf89d790b
R4GROUP-a6a96bfa5d54e685,主线可能够得着全集,乌鲁木齐市,稳妥观察,K752,新疆师范大学,K75204,1,21,经济学（办学地点：温泉校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-17,234,right,M-0d000bd51e5e062f,G-609600f78134eb64
R4GROUP-a6a96bfa5d54e685,主线可能够得着全集,乌鲁木齐市,稳妥观察,K752,新疆师范大学,K75204,5,25,数字经济（办学地点：温泉校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-17,234,right,M-a7caaa46604d1f48,G-609600f78134eb64
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,2,60,电子信息科学与技术（汽车芯片）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,43,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-66a6c96752e440bc,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,3,61,智能测控工程（汽车智能测控）,,,字段缺口待核,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-4b9d9db71e637b5b,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,4,62,电子信息工程（汽车电子工程）63（智能电网信息工程（汽车产业）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,66,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-1cef07ff4b22c9a0,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,5,64,电气工程及其自动化（汽车产业）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,79,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-b9692f3336f632cc,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,6,65,自动化（汽车产业）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,82,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-739c3748f1af43d6,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,7,66,机器人工程（汽车产业）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-9d5f0b3502551420,G-c60fd32db2360718
R4GROUP-103ee2b5e642f511,主线可能够得着全集,十堰市,稳妥观察,C131,湖北汽车工业学院,C13107,13,72,智能无人系统技术（低空技术）,,,字段缺口待核,待了解-未命中当前偏好方向,,,48,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-655ec1115a7811d2,G-c60fd32db2360718
