G0冲突字段补证执行波次公开账本ID,来源G0冲突字段补证缺口任务公开账本,来源G0冲突字段补证缺口页列通道汇总,来源G0冲突字段补证缺口摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,波次包序号,执行波次序号,执行波次,波次类型,波次前置条件,波次准出条件,波次当前执行状态,是否当前可并行推进,页码版面键,来源页码,版面列,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,证据通道分布,字段名分布,当前通道状态分布,当前阻断桶分布,补证执行优先级分布,补证执行泳道分布,可并行执行任务数,待前置闭环任务数,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,缺口任务集合SHA256,闭环结果集合SHA256,波次下一步动作,公开安全策略
G0FIELDGAPWAVE-f82f2c431a70e2ac,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,26,W2,冲突处理与三方闭环,冲突处理/PDF-湖北官方-高校辅证闭环,W0证据采集完成，且必要双人复核已完成,冲突处理和三方一致性闭环形成私有证据编号和SHA,blocked_until_primary_evidence_and_double_review,false,226-left,226,left,6,3,1,1,1,三方一致性闭环:3；冲突处理:3,专业计划数:2；再选科目:2；学费:2,blocked_missing_pdf:3；pending_conflict_resolution:3,G3-冲突未处理:3；G5-三方一致性未闭环:3,P2-常规冲突字段页列:6,R1-冲突字段单人初核后抽检复核:6,0,6,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,cb5397775492ced8d4ac1b04dc957cb10557d5ba89a1c907769955cfcfccd97a,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后处理冲突并做三方闭环。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-100d78c4a387ec41,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,27,W2,冲突处理与三方闭环,冲突处理/PDF-湖北官方-高校辅证闭环,W0证据采集完成，且必要双人复核已完成,冲突处理和三方一致性闭环形成私有证据编号和SHA,blocked_until_primary_evidence_and_double_review,false,226-right,226,right,12,6,2,2,1,三方一致性闭环:6；冲突处理:6,专业计划数:4；再选科目:4；学费:4,blocked_missing_pdf:6；pending_conflict_resolution:6,G3-冲突未处理:6；G5-三方一致性未闭环:6,P1-字段数较多冲突页列:12,R1-冲突字段单人初核后抽检复核:12,0,12,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,b76d3d8389ecd7ac92ef4516c32335057a2fa0f009ef1bc471c2c533b0f0c872,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后处理冲突并做三方闭环。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-65f6e9f7fee28ac2,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,28,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,018-left,18,left,12,12,4,4,1,字段确认:12,专业计划数:4；再选科目:4；学费:4,blocked:12,G6-字段确认未填写:12,P0-含双人复核缺口页列:12,R0-冲突字段双人核页优先:12,0,12,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,FIRST-CLOSURE-REVIEW-HTML-018-left,cb2abee631aa17b696bcd8cd73f6cde0449b63381bae7fa13dba0d9daba1103c,64da9865aa0f8c1f569ba543e3a4ff42987344fe4096a28e65c277464b4f77e6,f10fd8e59139ad331adbae7b9a0f34a7722b08aa4929317ff28351572766d2c3,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-dae18125700f99d5,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,29,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,037-left,37,left,3,3,1,1,1,字段确认:3,专业计划数:1；再选科目:1；学费:1,blocked:3,G6-字段确认未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,0,3,G0FIELD-PRIVATE-PAGE-037-left,441f20bbe84f47039486b22969ee917e0eb804a2b6708818eb83462a3f18c21f,FIRST-CLOSURE-REVIEW-HTML-037-left,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,06bfabf8c9330f293d6353d7ae0c85ae1b4784e1a627dc5a10c331f3fdb19fab,c6c882943dd83c53f22d7c4a9c500ed1d3b29d7c2f69f1de90daa511e0b38b02,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-6deb58bdc0f6a6e7,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,30,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,056-left,56,left,3,3,1,1,1,字段确认:3,专业计划数:1；再选科目:1；学费:1,blocked:3,G6-字段确认未填写:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,0,3,G0FIELD-PRIVATE-PAGE-056-left,d7a486919794845feccc46732cb56040b3db1fbccb53fd870dbb1f49ddcd4114,FIRST-CLOSURE-REVIEW-HTML-056-left,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,7690351eb11240b68c6a53f8950074c844ee871e82e300117ef2ace1c46e909e,c2e116176ace850cde17fe894c6df3a1be65f46b39caf6d9218b0f2ff525f340,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-b764aaa73e28e78d,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,31,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,135-left,135,left,21,21,10,10,1,字段确认:21,专业计划数:10；再选科目:1；学费:10,blocked:21,G6-字段确认未填写:21,P0-含双人复核缺口页列:21,R0-冲突字段双人核页优先:21,0,21,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,f52f78c88dfc2a1431f0ea82301a01c5ffee43983bed0b0d5f047e3fc5d5f254,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-d9a448c09c04d3f6,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,32,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,137-right,137,right,3,3,1,1,1,字段确认:3,专业计划数:1；再选科目:1；学费:1,blocked:3,G6-字段确认未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,0,3,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,e1adc36c07b76eb8818cbc7a8fd3b777e324e109c9a54e3710826dd31eacfd7a,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-9b57e9f7bdb7086f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,33,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,169-right,169,right,2,2,1,1,1,字段确认:2,专业计划数:1；学费:1,blocked:2,G6-字段确认未填写:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,0,2,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,ac2d744513e14e4fe2ae1a276bc45be6a38999abf8acde664c3ba9c520556b1b,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-78436a1056fc2069,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,34,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,199-left,199,left,9,9,3,3,1,字段确认:9,专业计划数:3；再选科目:3；学费:3,blocked:9,G6-字段确认未填写:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,0,9,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,db1bf9b58f1958b2da30b3853464a0b1a4d89d40efbbc542b69425e2518c1cd7,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-43a90b3b17043d4d,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,35,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,209-right,209,right,6,6,2,2,1,字段确认:6,专业计划数:2；再选科目:2；学费:2,blocked:6,G6-字段确认未填写:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,0,6,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,8aebe695f697b2e6a07941b06e3bc9db78098fcc84c0bac79abdc8263a64010f,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-06c4f7ed3655aa12,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,36,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,226-left,226,left,3,3,1,1,1,字段确认:3,专业计划数:1；再选科目:1；学费:1,blocked:3,G6-字段确认未填写:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,0,3,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,6cd1049cc6882395b8e8f94613c7b78f742efd4ed0a3acc21a4dd65c222ca7c1,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-f5e2cfa46e2ad179,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,37,W3,字段确认,字段事实确认,W2冲突处理与三方闭环完成,字段确认形成私有证据编号和SHA,blocked_until_three_way_closure,false,226-right,226,right,6,6,2,2,1,字段确认:6,专业计划数:2；再选科目:2；学费:2,blocked:6,G6-字段确认未填写:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,0,6,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,9f603963aa092afef48e7edc4dd21ffe7193cdb91476c94151186dc148d28223,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,三方闭环完成后再做字段确认；公开层仍不保存具体核验内容。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-fc4b70db52b9dc21,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,38,W4,写回评审,字段写回评审,W3字段确认完成,私有写回评审给出可写回或继续阻断结论,blocked_until_field_confirmation,false,018-left,18,left,12,12,4,4,1,写回评审:12,专业计划数:4；再选科目:4；学费:4,blocked_until_required_evidence_closed:12,G7-写回评审建议未填写:12,P0-含双人复核缺口页列:12,R0-冲突字段双人核页优先:12,0,12,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,FIRST-CLOSURE-REVIEW-HTML-018-left,cb2abee631aa17b696bcd8cd73f6cde0449b63381bae7fa13dba0d9daba1103c,2276081048f1d30c14fa50d5d0d2675d6682da330dcfbe21c59d1de4dfbc873b,f10fd8e59139ad331adbae7b9a0f34a7722b08aa4929317ff28351572766d2c3,字段确认后进入私有写回评审；通过评审前不得写回或用于推荐。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-53e793f60b8d5b3a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,39,W4,写回评审,字段写回评审,W3字段确认完成,私有写回评审给出可写回或继续阻断结论,blocked_until_field_confirmation,false,037-left,37,left,3,3,1,1,1,写回评审:3,专业计划数:1；再选科目:1；学费:1,blocked_until_required_evidence_closed:3,G7-写回评审建议未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,0,3,G0FIELD-PRIVATE-PAGE-037-left,441f20bbe84f47039486b22969ee917e0eb804a2b6708818eb83462a3f18c21f,FIRST-CLOSURE-REVIEW-HTML-037-left,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,b48e9aef8f85b4322d9462284a338e0207ed6d729d940bdad75ab6d4449e67b2,c6c882943dd83c53f22d7c4a9c500ed1d3b29d7c2f69f1de90daa511e0b38b02,字段确认后进入私有写回评审；通过评审前不得写回或用于推荐。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-96848b5836b52da9,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,40,W4,写回评审,字段写回评审,W3字段确认完成,私有写回评审给出可写回或继续阻断结论,blocked_until_field_confirmation,false,056-left,56,left,3,3,1,1,1,写回评审:3,专业计划数:1；再选科目:1；学费:1,blocked_until_required_evidence_closed:3,G7-写回评审建议未填写:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,0,3,G0FIELD-PRIVATE-PAGE-056-left,d7a486919794845feccc46732cb56040b3db1fbccb53fd870dbb1f49ddcd4114,FIRST-CLOSURE-REVIEW-HTML-056-left,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,f5441d3c7c1f85c9cf7a7fc3d315af9a7f4dc80f9351269fd1707ed0ff579fa2,c2e116176ace850cde17fe894c6df3a1be65f46b39caf6d9218b0f2ff525f340,字段确认后进入私有写回评审；通过评审前不得写回或用于推荐。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-41659f4234ed6117,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,41,W4,写回评审,字段写回评审,W3字段确认完成,私有写回评审给出可写回或继续阻断结论,blocked_until_field_confirmation,false,135-left,135,left,21,21,10,10,1,写回评审:21,专业计划数:10；再选科目:1；学费:10,blocked_until_required_evidence_closed:21,G7-写回评审建议未填写:21,P0-含双人复核缺口页列:21,R0-冲突字段双人核页优先:21,0,21,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,e25fee81c2e23e11ac4719c10403a034e7b9504ac293b884a896ea2ed04756c5,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,字段确认后进入私有写回评审；通过评审前不得写回或用于推荐。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0FIELDGAPWAVE-8c75da3a848d8f5b,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-page-channel-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_execution_waves_v1,G0冲突字段补证执行波次,页列×执行波次,false,false,false,false,false,false,false,false,false,42,W4,写回评审,字段写回评审,W3字段确认完成,私有写回评审给出可写回或继续阻断结论,blocked_until_field_confirmation,false,137-right,137,right,3,3,1,1,1,写回评审:3,专业计划数:1；再选科目:1；学费:1,blocked_until_required_evidence_closed:3,G7-写回评审建议未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,0,3,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,0f90df7a108046c31c55e133f739f88b50461916d6a512c8f94b8e6696637028,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,字段确认后进入私有写回评审；通过评审前不得写回或用于推荐。,公开层只保存页列、波次、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
