G0冲突字段W0W1主动工作包公开账本ID,来源G0冲突字段补证缺口任务公开账本,来源G0冲突字段补证执行波次公开账本,来源G0冲突字段补证执行波次摘要,来源第一闭环核验结果页列汇总,来源第一闭环公开证据地图,来源W0B0高校源字段回接页列汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,主动工作包序号,执行波次序号,执行波次,证据通道序号,证据通道,证据通道类型,证据通道执行层级,当前执行状态,当前是否可并行执行,页码版面键,来源页码,版面列,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,当前通道状态分布,当前阻断桶分布,补证执行优先级分布,补证执行泳道分布,PDF原页待核任务数,湖北官方侧待核任务数,高校辅证线索任务数,需要双人复核任务数,PDFOCR提示任务数,机器坐标提示任务数,PDFOCR与高校辅证冲突任务数,高校源结构化接入候选字段数,高校源最新对齐任务数合计,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,来源波次包ID,缺口任务集合SHA256,闭环结果集合SHA256,主动下一步动作,本通道准出条件,公开安全策略
G0W0W1ACTIVE-bae40c6f072ab47f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,25,W0,一手证据与辅证采集,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,ready_for_parallel_w0_w1_execution,true,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,pending_hubei_official_plan_review:9,G1-缺湖北官方记录:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,5,5,5,4,4,1,3,0,36,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,G0FIELDGAPWAVE-8195249d100a2488,f917bdf7622ec1c17a4aabdf0a6e53b37690c44469318efed6d5ef9270c1412c,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,优先核湖北官方系统或省招办计划；不可得时继续阻断，不能用高校官网替代。,湖北官方侧记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-002381781d01b4d1,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,26,W0,一手证据与辅证采集,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,ready_for_parallel_w0_w1_execution,true,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,school_source_seed_present_pending_manual_review:9,G2b-高校辅证种子待人工核验:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,5,5,5,4,4,1,3,0,36,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,G0FIELDGAPWAVE-8195249d100a2488,2af09cf681fc402e3693c4c69ad8b0d21a3803d2ec3efc18913bafeb8d4464f1,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,核高校官网或章程辅证，作为double check线索；不能替代湖北官方计划。,高校辅证人工核验记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-0a62343007a46228,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,27,W1,双人复核,05,双人复核,双人复核,E3-双人复核,ready_for_parallel_w0_w1_execution,true,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,pending_double_review:9,G4-双人复核未完成:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,5,5,5,4,4,1,3,0,36,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,G0FIELDGAPWAVE-7bc14fd730d05c47,808e90cad66a677d855fe85fe1b4fd69dd49b48fe7ca0cc9d0e51f39de32f09d,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,安排A/B双人复核并记录一致性私有证据；准出仍依赖一手证据闭环。,A/B复核和一致性结论形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-0d829edf046abccc,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,28,W0,一手证据与辅证采集,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,ready_for_parallel_w0_w1_execution,true,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,pending_pdf_page_review:6,G0-缺PDF原页记录:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,13,13,13,4,9,0,2,0,30,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,G0FIELDGAPWAVE-15ac925c0bad68dd,8474e4ecdc5ef16ec8223904f91d04ce05af59482ef4703c82060d03ed9656c0,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,核PDF原页私有材料并登记私有证据编号和SHA；公开层只保留状态与计数。,PDF原页记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-58b2151cd2e6880a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,29,W0,一手证据与辅证采集,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,ready_for_parallel_w0_w1_execution,true,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,pending_hubei_official_plan_review:6,G1-缺湖北官方记录:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,13,13,13,4,9,0,2,0,30,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,G0FIELDGAPWAVE-15ac925c0bad68dd,28e41e6dd76629c869a67e7223921bd4e278eb127df6eacec908075a7b3c8b59,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,优先核湖北官方系统或省招办计划；不可得时继续阻断，不能用高校官网替代。,湖北官方侧记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-0814c229a5c0d2a0,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,30,W0,一手证据与辅证采集,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,ready_for_parallel_w0_w1_execution,true,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,school_source_seed_present_pending_manual_review:6,G2b-高校辅证种子待人工核验:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,13,13,13,4,9,0,2,0,30,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,G0FIELDGAPWAVE-15ac925c0bad68dd,c67c4b9e82c8fddc626b6f8348cb13c6e5d2faa94b25c815ecaef814309ab9b8,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,核高校官网或章程辅证，作为double check线索；不能替代湖北官方计划。,高校辅证人工核验记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-29ff4429f9287cfa,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,31,W1,双人复核,05,双人复核,双人复核,E3-双人复核,ready_for_parallel_w0_w1_execution,true,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,pending_double_review:6,G4-双人复核未完成:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,13,13,13,4,9,0,2,0,30,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,G0FIELDGAPWAVE-72e25a8fb69fd0d9,858bb74802a7e6eb2ec221ee49dd980fb17741ce4f1be6853f65e1318bc27366,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,安排A/B双人复核并记录一致性私有证据；准出仍依赖一手证据闭环。,A/B复核和一致性结论形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-7ddefa0a1f2bc265,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,32,W0,一手证据与辅证采集,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,ready_for_parallel_w0_w1_execution,true,226-left,226,left,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,pending_pdf_page_review:3,G0-缺PDF原页记录:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,39,39,39,5,20,13,1,0,6,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,G0FIELDGAPWAVE-06fa68869ff70e15,e7d6de9a89841fed0d44fd6198490754a52b9334b71ab4236514b4821f4b7bbb,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,核PDF原页私有材料并登记私有证据编号和SHA；公开层只保留状态与计数。,PDF原页记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-da873a8127e246d6,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,33,W0,一手证据与辅证采集,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,ready_for_parallel_w0_w1_execution,true,226-left,226,left,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,pending_hubei_official_plan_review:3,G1-缺湖北官方记录:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,39,39,39,5,20,13,1,0,6,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,G0FIELDGAPWAVE-06fa68869ff70e15,74f0940787630f4968d88ae4315316805731d3d4a5e5adb13ca2e4806ee1361b,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,优先核湖北官方系统或省招办计划；不可得时继续阻断，不能用高校官网替代。,湖北官方侧记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-2bd38d5789f109f0,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,34,W0,一手证据与辅证采集,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,ready_for_parallel_w0_w1_execution,true,226-left,226,left,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,school_source_pending:1；school_source_seed_present_pending_manual_review:2,G2a-缺高校辅证线索:1；G2b-高校辅证种子待人工核验:2,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,39,39,39,5,20,13,1,0,6,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,G0FIELDGAPWAVE-06fa68869ff70e15,aa6b205da74f5709ee423ba9525f1a07433535a9fc68835163f0b520bedecfce,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,核高校官网或章程辅证，作为double check线索；不能替代湖北官方计划。,高校辅证人工核验记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-26f2cfa2a163bafa,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,35,W0,一手证据与辅证采集,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,ready_for_parallel_w0_w1_execution,true,226-right,226,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,pending_pdf_page_review:6,G0-缺PDF原页记录:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,4,4,4,2,2,0,2,0,12,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,G0FIELDGAPWAVE-6bbf79e31e9c631f,a1d76bc2a69d5bc8dfe6adbe49e8b1b2382c6d4006da9faeed00073cc7a16673,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,核PDF原页私有材料并登记私有证据编号和SHA；公开层只保留状态与计数。,PDF原页记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-c66dd6fb6b893119,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,36,W0,一手证据与辅证采集,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,ready_for_parallel_w0_w1_execution,true,226-right,226,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,pending_hubei_official_plan_review:6,G1-缺湖北官方记录:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,4,4,4,2,2,0,2,0,12,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,G0FIELDGAPWAVE-6bbf79e31e9c631f,7ffec0dec96e3d3a1195cbd307659763dc7ba296c7d38ebd9003f7cd05cef8dd,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,优先核湖北官方系统或省招办计划；不可得时继续阻断，不能用高校官网替代。,湖北官方侧记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
G0W0W1ACTIVE-3079cda33b51150a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-execution-waves-v1-summary.json,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-w0-b0-school-source-field-backlink-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_active_workboard_v1,G0冲突字段W0/W1主动工作包,页列×证据通道,false,false,false,false,false,false,false,false,false,37,W0,一手证据与辅证采集,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,ready_for_parallel_w0_w1_execution,true,226-right,226,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,school_source_seed_present_pending_manual_review:6,G2b-高校辅证种子待人工核验:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,4,4,4,2,2,0,2,0,12,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,G0FIELDGAPWAVE-6bbf79e31e9c631f,ae9ede0f01599a225e52e083906276e828d76a5b960b246a984e4700359d3944,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,核高校官网或章程辅证，作为double check线索；不能替代湖北官方计划。,高校辅证人工核验记录形成私有证据编号和SHA,公开层只保存页列、通道、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、人工内容或本地位置。
